,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
0,160624.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
1,162864.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
2,163651.0,3,3,3,3,3,3,3,3,3,3,4,4,4,4,6,7,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3
3,164183.0,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
4,165384.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,6,6,6,6,6,5,5,5,5,5,5,5,5,5,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,166193.0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,3,2,1,1,3,6,6,6,6,6,6,6,6,6,6,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,167126.0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,13,12,11,10,9,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,8,9,8,8,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
7,167884.0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,14,13,12,11,8,8,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,8,8,8,8,8,7,7,7,7,8,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0
8,168936.0,9,9,9,9,9,9,9,9,9,9,9,12,18,18,18,18,16,15,17,17,17,16,16,16,16,17,16,17,18,18,18,18,17,17,17,17,17,18,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0
9,170116.0,10,11,11,11,11,11,11,11,11,10,10,9,9,9,8,8,8,14,14,13,12,10,10,10,10,10,10,10,10,9,9,8,8,8,8,8,9,9,9,10,13,13,12,11,10,10,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0
