,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
0,211820.0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,4,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5
1,212687.0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,5,3,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,213240.0,3,4,4,4,4,4,4,4,4,4,4,4,4,10,8,8,7,7,7,7,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4
3,212313.0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,2,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,213683.0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,2,2,1,4,4,4,4,4,4,4,4,4,3,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5,214295.0,6,6,6,7,7,7,7,7,7,7,7,7,7,13,12,11,11,10,10,10,9,7,7,7,7,7,11,11,11,11,11,11,10,10,10,9,9,7,8,10,10,10,10,10,10,10,10,10,10,10,10,10,9
6,215123.0,7,7,7,6,6,6,6,6,6,6,6,6,6,5,11,9,9,8,8,8,7,6,6,6,6,6,6,7,7,7,5,5,5,5,5,5,5,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6
7,215393.0,8,8,8,8,8,8,8,8,8,8,8,8,8,6,5,5,5,5,4,4,10,8,8,8,8,8,7,6,6,6,4,4,4,4,4,4,4,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8,215835.0,9,9,9,9,9,9,9,9,9,9,9,9,9,7,14,13,12,11,11,11,11,10,9,9,9,9,8,8,8,8,8,8,8,8,8,10,10,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,0
9,216490.0,10,10,10,10,10,10,10,10,10,10,10,10,10,8,6,6,6,6,6,6,6,11,10,10,10,10,9,9,9,9,9,9,9,9,9,8,8,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,8
10,217073.0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,217448.0,12,12,12,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,217931.0,13,13,13,12,12,12,11,11,11,11,11,11,11,9,7,7,8,15,13,13,13,13,12,12,12,12,12,12,12,12,12,12,11,11,11,11,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,0
13,218535.0,14,14,14,13,13,13,13,13,13,13,13,13,13,12,10,10,10,9,9,9,8,9,13,13,13,13,13,13,13,13,13,13,12,12,12,12,11,11,12,12,11,11,11,11,11,11,11,11,11,11,11,11,10
14,219004.0,15,15,15,14,14,14,12,12,12,12,12,12,12,11,9,16,16,14,12,12,12,12,11,11,11,11,10,10,10,10,10,10,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,219787.0,16,16,16,15,15,15,14,14,14,14,14,14,14,15,15,14,14,12,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0
16,220242.0,17,17,17,16,16,17,16,16,16,16,16,16,16,16,16,15,15,13,14,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0
17,220696.0,18,18,18,17,17,16,15,15,15,15,15,15,15,14,13,12,13,16,15,14,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,221584.0,19,19,19,18,18,18,17,17,17,17,17,17,17,17,17,17,18,18,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,16,16,16,16,16,16,16,16,16,16,14,14,14,14,14,14,0
19,222205.0,20,20,20,19,19,19,18,18,18,18,18,18,18,18,18,18,17,17,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,16,16,16,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0
20,223509.0,21,21,21,20,20,20,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
