,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
10,346.0,17.0,webber,1.0,1.0,Finished,102360.0,200019.0,297132.0,394414.0,491470.0,588087.0,684497.0,781100.0,877358.0,973475.0,1069566.0,1165466.0,1261224.0,1356843.0,1452555.0,1548436.0,1648449.0,1761228.0,1856529.0,1951723.0,2047066.0,2142315.0,2237403.0,2332022.0,2427040.0,2521995.0,2616800.0,2724685.0,2870859.0,3018353.0,3112908.0,3206856.0,3300809.0,3394452.0,3487817.0,3581706.0,3674696.0,3768459.0,3861922.0,3955220.0,4048471.0,4141377.0,4234032.0,4327624.0,4419988.0,4512919.0,4606287.0,4699983.0,4794137.0,4887347.0,4981447.0,5078200.0
1,346.0,1.0,hamilton,2.0,1.0,Finished,102930.0,200644.0,297969.0,395909.0,493012.0,589982.0,686647.0,783525.0,880004.0,976430.0,1072360.0,1168684.0,1264282.0,1359915.0,1456085.0,1555925.0,1669307.0,1764867.0,1860340.0,1955681.0,2051765.0,2147085.0,2242523.0,2337975.0,2433121.0,2527887.0,2622871.0,2726596.0,2871838.0,3018753.0,3114219.0,3208567.0,3303371.0,3397755.0,3491697.0,3585428.0,3679250.0,3773363.0,3867017.0,3960566.0,4053800.0,4146593.0,4239351.0,4332955.0,4426702.0,4520091.0,4613642.0,4707197.0,4800401.0,4893500.0,4986658.0,5079560.0
5,346.0,9.0,kubica,23.0,30.0,Driveshaft,104061.0,202569.0,301026.0,400144.0,499544.0,598167.0,696310.0,794577.0,892527.0,990267.0,1087599.0,1184445.0,1285166.0,1398361.0,1495414.0,1592826.0,1691905.0,1788872.0,1916864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,346.0,3.0,rosberg,3.0,1.0,Finished,104737.0,203589.0,301880.0,400833.0,500179.0,598674.0,697193.0,795641.0,893599.0,991352.0,1088527.0,1185522.0,1282023.0,1377597.0,1477609.0,1591481.0,1688738.0,1785666.0,1881537.0,1977356.0,2073279.0,2169285.0,2265531.0,2361741.0,2457921.0,2553841.0,2649570.0,2757647.0,2876496.0,3020969.0,3118776.0,3214024.0,3309622.0,3404990.0,3500109.0,3595285.0,3690111.0,3785101.0,3879860.0,3974409.0,4068476.0,4162289.0,4256222.0,4349970.0,4443627.0,4537622.0,4632712.0,4726648.0,4819726.0,4912678.0,5005867.0,5099507.0
3,346.0,4.0,alonso,14.0,1.0,Finished,105524.0,203914.0,302472.0,401381.0,500459.0,599324.0,697895.0,796435.0,894531.0,992002.0,1089193.0,1190298.0,1303140.0,1399320.0,1495980.0,1593220.0,1690868.0,1786573.0,1882645.0,1978518.0,2074335.0,2170333.0,2267131.0,2363221.0,2459223.0,2554882.0,2650266.0,2761136.0,2878794.0,3026073.0,3132072.0,3227247.0,3324066.0,3420787.0,3514622.0,3608840.0,3704428.0,3799315.0,3894226.0,3988905.0,4083619.0,4177614.0,4272143.0,4365903.0,4460012.0,4554532.0,4648731.0,4743310.0,4842770.0,4958667.0,5049711.0,5140585.0
13,346.0,22.0,barrichello,5.0,1.0,Finished,107070.0,206058.0,304716.0,403498.0,502051.0,600614.0,698907.0,797309.0,895600.0,993345.0,1091393.0,1192633.0,1306568.0,1403106.0,1499707.0,1596513.0,1693260.0,1790132.0,1887548.0,1983958.0,2080330.0,2176594.0,2272999.0,2369284.0,2465914.0,2562185.0,2658857.0,2769372.0,2881091.0,3023623.0,3121051.0,3217933.0,3313662.0,3409088.0,3504175.0,3599327.0,3694294.0,3789822.0,3884915.0,3979780.0,4074266.0,4168344.0,4262224.0,4356185.0,4450240.0,4544435.0,4638659.0,4733344.0,4827843.0,4921458.0,5015364.0,5109656.0
16,346.0,30.0,michael_schumacher,9.0,1.0,Finished,107410.0,206667.0,305355.0,404401.0,502959.0,601345.0,699650.0,797981.0,896472.0,994294.0,1096438.0,1212614.0,1310482.0,1406732.0,1503230.0,1599753.0,1696222.0,1792703.0,1889352.0,1985884.0,2082437.0,2178907.0,2275122.0,2371114.0,2467503.0,2564237.0,2660077.0,2770759.0,2882960.0,3024396.0,3122396.0,3220323.0,3316646.0,3412003.0,3507282.0,3602726.0,3697717.0,3793104.0,3887946.0,3984091.0,4078369.0,4172596.0,4267320.0,4361999.0,4456308.0,4550752.0,4644923.0,4739477.0,4834401.0,4929524.0,5024467.0,5119799.0
11,346.0,18.0,button,4.0,1.0,Finished,107957.0,207223.0,306031.0,404991.0,503704.0,602088.0,700374.0,798862.0,897204.0,995036.0,1093086.0,1190248.0,1286329.0,1382052.0,1478004.0,1574256.0,1670626.0,1767007.0,1863470.0,1959395.0,2059367.0,2173547.0,2269370.0,2364831.0,2460508.0,2556255.0,2651875.0,2762490.0,2879937.0,3022721.0,3120052.0,3215020.0,3310272.0,3405753.0,3500939.0,3596022.0,3690884.0,3786027.0,3880711.0,3975322.0,4069649.0,4163677.0,4257319.0,4351052.0,4444686.0,4538808.0,4633081.0,4727570.0,4820864.0,4913990.0,5007183.0,5100186.0
20,346.0,155.0,kobayashi,6.0,1.0,Finished,108395.0,207609.0,306665.0,405493.0,504169.0,602608.0,700979.0,799450.0,897618.0,995671.0,1093677.0,1195031.0,1309397.0,1405336.0,1501984.0,1598440.0,1694778.0,1791078.0,1888090.0,1984770.0,2081305.0,2177667.0,2273927.0,2370159.0,2466714.0,2563055.0,2659400.0,2770299.0,2882105.0,3024009.0,3121676.0,3218578.0,3314438.0,3410037.0,3505057.0,3600164.0,3694966.0,3790415.0,3885591.0,3980593.0,4075075.0,4169303.0,4263097.0,4357025.0,4451242.0,4545458.0,4639539.0,4734224.0,4829078.0,4922724.0,5016813.0,5110371.0
9,346.0,16.0,sutil,8.0,1.0,Finished,109899.0,209004.0,308191.0,407294.0,506317.0,604607.0,703376.0,801778.0,900090.0,998488.0,1096317.0,1193848.0,1290810.0,1387893.0,1489272.0,1606434.0,1703169.0,1799500.0,1896302.0,1992617.0,2089222.0,2185271.0,2281467.0,2377304.0,2473812.0,2570390.0,2665467.0,2778579.0,2883578.0,3024707.0,3122699.0,3219980.0,3315548.0,3411228.0,3506242.0,3601146.0,3695918.0,3791231.0,3886316.0,3981448.0,4075919.0,4170256.0,4264644.0,4359023.0,4453860.0,4548397.0,4643152.0,4738157.0,4833487.0,4928076.0,5024045.0,5119132.0
