,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
17,3.0,20.0,vettel,1.0,1.0,Finished,175414.0,341083.0,506951.0,673644.0,839480.0,1005078.0,1171474.0,1335437.0,1452577.0,1568360.0,1684143.0,1799963.0,1915240.0,2029921.0,2150384.0,2291486.0,2408048.0,2525431.0,2654606.0,2791198.0,2962645.0,3129631.0,3244277.0,3358964.0,3474499.0,3589978.0,3705179.0,3821243.0,3938327.0,4053632.0,4168698.0,4283853.0,4398773.0,4513191.0,4627055.0,4740490.0,4859102.0,4997002.0,5109920.0,5223732.0,5336993.0,5449620.0,5562335.0,5676062.0,5789517.0,5904409.0,6019386.0,6134468.0,6250601.0,6365908.0,6481237.0,6597893.0,6714928.0,6831058.0,6947155.0,7063485.0
4,3.0,4.0,alonso,9.0,1.0,Finished,177018.0,342692.0,507968.0,674533.0,840260.0,1006263.0,1175938.0,1356314.0,1479776.0,1599899.0,1721383.0,1841486.0,1962483.0,2080220.0,2199617.0,2317900.0,2438107.0,2555921.0,2707196.0,2832781.0,2988883.0,3137664.0,3260043.0,3378905.0,3496660.0,3615178.0,3733000.0,3851145.0,3970594.0,4088097.0,4205208.0,4320689.0,4436204.0,4552779.0,4672949.0,4809246.0,4937050.0,5051531.0,5167421.0,5283107.0,5397931.0,5513178.0,5628185.0,5743634.0,5858930.0,5974282.0,6090463.0,6207020.0,6324068.0,6439993.0,6557905.0,6676205.0,6794154.0,6910994.0,7028948.0,7147794.0
15,3.0,17.0,webber,2.0,1.0,Finished,177869.0,343265.0,508569.0,675247.0,840772.0,1007093.0,1172198.0,1336319.0,1454984.0,1571779.0,1687097.0,1802821.0,1921255.0,2041191.0,2182960.0,2300092.0,2416644.0,2533419.0,2662026.0,2793756.0,2971833.0,3130815.0,3250289.0,3366872.0,3483200.0,3599583.0,3716051.0,3832481.0,3949196.0,4064735.0,4185247.0,4302186.0,4416440.0,4530637.0,4644621.0,4758003.0,4871987.0,4985399.0,5102462.0,5238033.0,5351308.0,5464288.0,5578024.0,5691601.0,5806159.0,5920134.0,6033856.0,6148443.0,6264775.0,6380596.0,6495451.0,6611268.0,6726994.0,6843296.0,6958799.0,7074455.0
19,3.0,22.0,barrichello,4.0,1.0,Finished,179192.0,344257.0,511205.0,676878.0,842378.0,1008624.0,1173914.0,1337254.0,1457359.0,1575610.0,1699831.0,1817844.0,1935418.0,2053016.0,2169340.0,2286478.0,2405130.0,2523685.0,2652068.0,2805457.0,2977407.0,3133124.0,3256270.0,3375077.0,3493108.0,3611115.0,3728823.0,3847276.0,3965766.0,4083249.0,4201508.0,4317992.0,4435441.0,4551279.0,4667300.0,4782486.0,4897082.0,5011131.0,5125246.0,5240714.0,5353980.0,5466572.0,5584180.0,5721800.0,5837505.0,5951889.0,6069459.0,6189076.0,6304539.0,6420805.0,6537647.0,6657078.0,6774893.0,6891952.0,7008944.0,7127189.0
16,3.0,18.0,button,3.0,1.0,Finished,180248.0,345344.0,512767.0,678001.0,843244.0,1009786.0,1175684.0,1338143.0,1458823.0,1577098.0,1694407.0,1811078.0,1927215.0,2043559.0,2159510.0,2276301.0,2392183.0,2509506.0,2633628.0,2792062.0,2964296.0,3130262.0,3248582.0,3364672.0,3480939.0,3597662.0,3713997.0,3831097.0,3950766.0,4067919.0,4185001.0,4302968.0,4419618.0,4535022.0,4651127.0,4766407.0,4880452.0,4994623.0,5108730.0,5222447.0,5337671.0,5457643.0,5594728.0,5708274.0,5823191.0,5937754.0,6053061.0,6169496.0,6286752.0,6403528.0,6520311.0,6637636.0,6754939.0,6872417.0,6989631.0,7108460.0
13,3.0,15.0,trulli,20.0,4.0,Collision,183232.0,347587.0,516019.0,680201.0,846744.0,1012377.0,1178187.0,1339517.0,1461825.0,1583078.0,1703582.0,1825046.0,1945935.0,2066265.0,2189503.0,2312574.0,2444132.0,2682841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3.0,3.0,rosberg,15.0,11.0,+1 Lap,185168.0,349006.0,517163.0,681663.0,854181.0,1035352.0,1201284.0,1355054.0,1478439.0,1598986.0,1720751.0,1843551.0,1965424.0,2087809.0,2207343.0,2326439.0,2445179.0,2570696.0,2716816.0,2847930.0,2993509.0,3141160.0,3265159.0,3387891.0,3508730.0,3628266.0,3749431.0,3869828.0,3990134.0,4109759.0,4229353.0,4347279.0,4466339.0,4583510.0,4700838.0,4817070.0,4932982.0,5048610.0,5165012.0,5285734.0,5427209.0,5541882.0,5656645.0,5771254.0,5889238.0,6007481.0,6126728.0,6269847.0,6407613.0,6522360.0,6638980.0,6759530.0,6881959.0,6996826.0,7111069.0,
8,3.0,8.0,raikkonen,10.0,1.0,Finished,186728.0,350944.0,518878.0,685697.0,850723.0,1014206.0,1179416.0,1340632.0,1464373.0,1585753.0,1705467.0,1827513.0,1946856.0,2066691.0,2186916.0,2305891.0,2423015.0,2540600.0,2671870.0,2801433.0,2973952.0,3131726.0,3253310.0,3370976.0,3488716.0,3606136.0,3729970.0,3875443.0,3992595.0,4110450.0,4230168.0,4348933.0,4466816.0,4584175.0,4701655.0,4818780.0,4934499.0,5049895.0,5166952.0,5282522.0,5398938.0,5514568.0,5630308.0,5745795.0,5862127.0,5978308.0,6095444.0,6212247.0,6329100.0,6445240.0,6562200.0,6679680.0,6798033.0,6917063.0,7036283.0,7155235.0
1,3.0,1.0,hamilton,6.0,1.0,Finished,189012.0,352039.0,521763.0,686081.0,851700.0,1015586.0,1180940.0,1341494.0,1463851.0,1583332.0,1702393.0,1829513.0,1948397.0,2067312.0,2185937.0,2306633.0,2424075.0,2541834.0,2672542.0,2802121.0,2974564.0,3132232.0,3251466.0,3368892.0,3486330.0,3603758.0,3722446.0,3840661.0,3958402.0,4075810.0,4193435.0,4309788.0,4431052.0,4570480.0,4685633.0,4801187.0,4916509.0,5032169.0,5146834.0,5261986.0,5377655.0,5495451.0,5610652.0,5725588.0,5841122.0,5956094.0,6074966.0,6191865.0,6314391.0,6432794.0,6550603.0,6667045.0,6784042.0,6901462.0,7018554.0,7135351.0
20,3.0,67.0,buemi,8.0,1.0,Finished,190176.0,353013.0,522665.0,687986.0,853243.0,1016859.0,1182966.0,1342170.0,1464638.0,1587115.0,1706009.0,1825235.0,1943611.0,2060557.0,2176678.0,2293419.0,2412517.0,2529388.0,2660918.0,2814442.0,2982302.0,3134475.0,3257150.0,3376802.0,3496453.0,3614440.0,3732063.0,3849912.0,3968400.0,4087779.0,4205977.0,4323739.0,4440884.0,4557702.0,4674724.0,4790816.0,4906534.0,5022170.0,5136968.0,5252383.0,5367468.0,5482058.0,5597616.0,5713089.0,5834557.0,5970735.0,6085516.0,6200561.0,6318565.0,6435809.0,6553397.0,6670208.0,6787339.0,6904413.0,7023091.0,7139924.0
