,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,207186.0,1,1,3,2,3,4,3,3,6,12,7,8,6,5,4,4,3,3,3,6,11,11,9,10,9,8,8,7,7,7,7,8,9,12,10,9,9,10,9,7,7,7,7,9,10,10,9,9,9,9,9,9,9,9,9,9,9
1,207469.0,2,2,1,1,1,1,1,1,1,1,5,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,207894.0,3,3,2,3,2,2,4,17,18,17,15,14,14,13,13,13,13,12,12,12,10,8,7,9,14,13,12,12,10,10,10,10,10,9,8,8,7,6,6,10,10,10,10,10,9,8,7,7,7,7,7,7,7,8,8,8,8
3,208609.0,4,4,4,4,4,3,2,2,2,2,1,1,1,2,9,9,7,7,7,5,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,8,7,5,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4
4,209055.0,5,5,5,5,5,5,5,4,3,4,9,9,8,7,6,6,11,15,15,14,14,13,12,11,10,9,9,9,14,13,12,12,12,11,9,13,15,15,15,14,14,13,12,12,12,12,12,12,12,12,12,13,13,13,13,14,15
5,209635.0,6,6,6,6,6,6,6,8,14,10,6,6,4,4,3,3,2,2,2,2,2,9,6,5,5,5,5,4,4,4,4,4,4,4,3,3,3,8,7,5,5,5,4,5,5,5,5,5,5,5,6,6,5,5,5,5,7
6,211682.0,7,9,9,9,9,9,9,7,5,3,2,2,2,1,2,2,10,9,9,9,6,4,4,4,4,4,4,3,3,3,3,3,3,3,7,7,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,210388.0,8,7,7,7,7,7,7,5,7,13,8,7,7,6,5,5,4,4,4,3,5,12,11,8,8,7,6,5,5,5,5,5,5,8,11,10,10,9,8,6,6,6,6,6,7,9,10,10,10,10,10,10,10,10,10,10,10
8,211305.0,9,8,8,8,8,8,8,6,4,5,11,11,10,9,8,8,6,6,6,7,12,10,10,7,6,6,7,6,6,6,6,6,7,6,5,6,6,4,4,9,9,9,9,8,8,7,8,8,8,8,8,8,8,7,7,7,6
9,212732.0,10,11,11,11,11,11,11,9,8,7,13,12,11,10,10,10,8,8,8,8,7,5,14,13,12,12,10,10,9,9,9,9,8,7,6,5,4,5,10,8,8,8,8,7,6,6,6,6,6,6,5,5,6,6,6,6,5
10,212176.0,11,10,10,10,10,10,10,11,17,14,10,10,9,8,7,7,5,5,5,4,3,2,2,2,2,2,3,8,8,8,8,7,6,5,4,4,2,2,2,2,2,2,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3
11,213143.0,12,12,12,12,12,12,12,10,9,6,3,4,13,12,11,11,9,10,10,10,8,6,5,6,7,10,14,14,13,12,13,13,13,13,13,12,12,12,12,11,11,14,14,14,14,14,14,13,13,13,13,12,12,12,12,12,12
12,214514.0,13,13,13,13,14,14,15,14,12,16,16,15,15,14,14,15,15,14,14,15,15,15,15,14,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,15,16,16,15,16,16,16,16,16,16,16,16,16,16,16,16,16,0
13,214984.0,14,14,14,14,13,13,13,12,10,9,14,13,12,11,12,12,12,11,11,11,9,7,8,15,13,14,13,13,12,11,11,11,11,10,12,11,11,11,11,13,13,12,13,13,13,13,13,11,11,11,11,11,11,11,11,11,11
14,217088.0,15,15,15,15,15,15,14,13,11,8,4,5,5,15,15,14,14,13,13,13,13,14,13,12,11,11,11,11,11,14,14,14,14,14,14,14,13,13,13,12,12,11,11,11,11,11,11,14,14,14,15,15,15,15,15,15,14
15,302377.0,16,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,219265.0,17,16,16,17,17,17,17,16,15,19,18,18,18,18,18,17,17,17,17,17,17,18,19,18,19,19,19,19,19,19,19,19,19,18,18,18,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0
17,245019.0,18,19,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0
18,219858.0,19,18,17,16,16,16,16,15,13,11,12,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0
19,219732.0,20,17,18,18,18,18,18,18,16,15,19,19,19,19,19,18,18,18,18,18,18,17,17,20,20,20,20,20,20,20,20,20,20,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0
20,245294.0,21,20,19,19,19,19,19,19,19,18,17,16,16,17,17,19,19,19,19,19,19,19,18,17,17,17,17,17,17,18,18,18,18,20,20,20,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0
21,288481.0,22,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,19,18,18,18,18,18,17,17,17,17,17,16,16,16,16,16,16,15,15,16,15,15,15,15,15,15,15,14,14,14,14,14,13,13
