,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
3,864.0,4.0,alonso,2.0,1.0,Finished,93726.0,184647.0,274849.0,364837.0,454945.0,545077.0,635352.0,725725.0,816889.0,910047.0,1015468.0,1104617.0,1194233.0,1284049.0,1373695.0,1463321.0,1553043.0,1642656.0,1732486.0,1822942.0,1912541.0,2002258.0,2092316.0,2182611.0,2273230.0,2366612.0,2473222.0,2562196.0,2650883.0,2739617.0,2828299.0,2916699.0,3005200.0,3093732.0,3182538.0,3271437.0,3360434.0,3449217.0,3538161.0,3627527.0,3716912.0,3806830.0,3896014.0,3987574.0,4091969.0,4179359.0,4268856.0,4356285.0,4444013.0,4532126.0,4620309.0,4708819.0,4797439.0,4885751.0,4973922.0,5062436.0,5150909.0,5239701.0,5328197.0,5416980.0,5505982.0,5594879.0,5683820.0,5773291.0,5862742.0,5952340.0
19,864.0,813.0,maldonado,1.0,1.0,Finished,95034.0,185631.0,276013.0,366024.0,456272.0,546642.0,636959.0,727316.0,818059.0,908927.0,1001856.0,1108069.0,1197342.0,1287105.0,1376542.0,1465981.0,1555409.0,1644863.0,1734264.0,1824741.0,1914130.0,2003795.0,2093811.0,2186721.0,2290793.0,2378699.0,2466972.0,2555343.0,2643846.0,2732360.0,2820843.0,2909667.0,2998452.0,3087162.0,3176399.0,3265303.0,3354802.0,3443964.0,3533357.0,3623276.0,3715975.0,3823189.0,3911397.0,4000322.0,4088848.0,4177988.0,4265931.0,4354815.0,4443103.0,4531276.0,4619457.0,4707836.0,4796106.0,4884433.0,4972954.0,5061547.0,5150233.0,5238602.0,5326708.0,5415259.0,5503955.0,5592540.0,5681380.0,5770249.0,5859410.0,5949145.0
5,864.0,8.0,raikkonen,3.0,1.0,Finished,96119.0,187099.0,278093.0,368520.0,458995.0,549267.0,639656.0,730273.0,821056.0,911868.0,1005275.0,1111738.0,1201513.0,1291187.0,1380873.0,1470652.0,1560731.0,1650534.0,1740612.0,1830658.0,1920655.0,2011025.0,2101350.0,2191985.0,2282400.0,2373157.0,2466975.0,2573334.0,2663189.0,2751983.0,2840835.0,2930193.0,3019080.0,3108323.0,3197222.0,3285669.0,3374442.0,3463557.0,3552961.0,3641956.0,3731471.0,3820606.0,3909740.0,3999126.0,4088138.0,4177623.0,4268614.0,4362069.0,4465912.0,4552850.0,4640313.0,4727843.0,4815587.0,4903004.0,4990061.0,5077582.0,5165033.0,5252395.0,5339461.0,5426784.0,5514987.0,5602777.0,5690469.0,5777714.0,5865086.0,5953029.0
2,864.0,3.0,rosberg,7.0,1.0,Finished,97175.0,188735.0,280454.0,371881.0,463148.0,554550.0,645682.0,736947.0,830672.0,938168.0,1030071.0,1121311.0,1211806.0,1302598.0,1393479.0,1485222.0,1576316.0,1666946.0,1757594.0,1848300.0,1939356.0,2032888.0,2139517.0,2230072.0,2320722.0,2412138.0,2502447.0,2594297.0,2684796.0,2775329.0,2865755.0,2955699.0,3045993.0,3135929.0,3226762.0,3316451.0,3406171.0,3496385.0,3586567.0,3679517.0,3784590.0,3873542.0,3962468.0,4051174.0,4139324.0,4227702.0,4316406.0,4404990.0,4493861.0,4582793.0,4671678.0,4760094.0,4849121.0,4938114.0,5027332.0,5116880.0,5206338.0,5296069.0,5385770.0,5477505.0,5568030.0,5658881.0,5749987.0,5842634.0,5934324.0,6027064.0
14,864.0,154.0,grosjean,4.0,1.0,Finished,98392.0,190814.0,282327.0,373378.0,464771.0,555914.0,646982.0,738146.0,829539.0,922794.0,1030437.0,1121747.0,1212842.0,1303329.0,1393946.0,1483145.0,1573385.0,1663408.0,1753303.0,1843343.0,1934502.0,2025447.0,2116056.0,2206533.0,2297358.0,2390354.0,2497248.0,2586217.0,2675649.0,2765487.0,2855086.0,2944302.0,3033671.0,3122621.0,3212863.0,3301960.0,3391161.0,3480886.0,3570490.0,3659708.0,3749431.0,3838487.0,3927770.0,4016540.0,4105754.0,4194630.0,4283574.0,4372493.0,4461167.0,4550198.0,4641778.0,4746639.0,4832889.0,4919927.0,5006767.0,5093717.0,5180765.0,5267435.0,5354153.0,5440613.0,5527626.0,5614379.0,5701437.0,5788413.0,5876092.0,5963944.0
11,864.0,30.0,michael_schumacher,24.0,4.0,Collision,98764.0,191251.0,283078.0,374167.0,465420.0,556797.0,648289.0,739469.0,830848.0,924116.0,1030994.0,1123288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,864.0,20.0,vettel,6.0,1.0,Finished,99378.0,191677.0,283609.0,374873.0,466168.0,557378.0,651392.0,758229.0,849200.0,941550.0,1032193.0,1123697.0,1215092.0,1305299.0,1395755.0,1486329.0,1577151.0,1667912.0,1758529.0,1849006.0,1939952.0,2031465.0,2121766.0,2212103.0,2302660.0,2393513.0,2486609.0,2593266.0,2682630.0,2775087.0,2874176.0,2963080.0,3052069.0,3141257.0,3230687.0,3320154.0,3410160.0,3499588.0,3589023.0,3678732.0,3769337.0,3863165.0,3974365.0,4063542.0,4152648.0,4241538.0,4330292.0,4419542.0,4508303.0,4597240.0,4685955.0,4774662.0,4863507.0,4952090.0,5040731.0,5129349.0,5218360.0,5307934.0,5396240.0,5484422.0,5573533.0,5663222.0,5751321.0,5840485.0,5928253.0,6016721.0
9,864.0,18.0,button,9.0,1.0,Finished,100104.0,192475.0,284549.0,375793.0,467196.0,558511.0,649898.0,740955.0,834707.0,942005.0,1033050.0,1124422.0,1215635.0,1306471.0,1396873.0,1487386.0,1578247.0,1668931.0,1759533.0,1850203.0,1941189.0,2032372.0,2123365.0,2215230.0,2309253.0,2416001.0,2504841.0,2594948.0,2685241.0,2776000.0,2866315.0,2956588.0,3047514.0,3137607.0,3228449.0,3319311.0,3409812.0,3504310.0,3610515.0,3702247.0,3790871.0,3880042.0,3969456.0,4058460.0,4147806.0,4236696.0,4325792.0,4414893.0,4503952.0,4592748.0,4681580.0,4770841.0,4860151.0,4949704.0,5039015.0,5128520.0,5218065.0,5308937.0,5398739.0,5488959.0,5579006.0,5669728.0,5760622.0,5851684.0,5942339.0,6034391.0
15,864.0,155.0,kobayashi,5.0,1.0,Finished,100542.0,193269.0,285112.0,376382.0,467712.0,559096.0,650458.0,744460.0,854981.0,944960.0,1035285.0,1125730.0,1216488.0,1307394.0,1397882.0,1488305.0,1578964.0,1669741.0,1760165.0,1851060.0,1941862.0,2033005.0,2124534.0,2216840.0,2309476.0,2403650.0,2509783.0,2598665.0,2687694.0,2777076.0,2866819.0,2957076.0,3046784.0,3136350.0,3227240.0,3317282.0,3406824.0,3496976.0,3587294.0,3677795.0,3769435.0,3876315.0,3964773.0,4053108.0,4141374.0,4229942.0,4318282.0,4407094.0,4495768.0,4584507.0,4672867.0,4761301.0,4850445.0,4940052.0,5028498.0,5117717.0,5206953.0,5296615.0,5386641.0,5476725.0,5565939.0,5655006.0,5744178.0,5834036.0,5923660.0,6013786.0
23,864.0,818.0,vergne,12.0,11.0,+1 Lap,100893.0,193917.0,285970.0,377499.0,469933.0,561755.0,653717.0,745654.0,837841.0,932590.0,1040283.0,1130901.0,1222248.0,1313547.0,1404769.0,1497006.0,1588635.0,1679589.0,1770615.0,1861429.0,1952727.0,2043920.0,2138042.0,2246879.0,2336955.0,2427788.0,2517947.0,2608090.0,2698693.0,2789380.0,2879426.0,2969161.0,3059527.0,3150171.0,3241302.0,3332106.0,3423269.0,3515100.0,3609164.0,3704459.0,3809950.0,3898413.0,3987422.0,4076189.0,4165340.0,4254406.0,4343604.0,4433075.0,4521937.0,4610524.0,4699706.0,4789731.0,4878183.0,4966491.0,5055133.0,5144031.0,5232483.0,5321511.0,5410734.0,5500590.0,5590218.0,5679974.0,5771323.0,5863987.0,5956101.0,
