,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
0,248058.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,248515.0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,249188.0,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,250242.0,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,250966.0,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,252477.0,6,6,6,6,6,5,5,7,7,7,7,7,7,7,7,7,7,11,10,10,11,10,10,9,8,8,9,9,9,9,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,253182.0,7,8,7,7,7,6,7,6,6,6,5,5,5,5,5,5,5,5,4,4,3,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7,253805.0,8,9,8,8,8,7,6,5,5,5,6,6,6,6,6,6,6,6,5,5,5,4,4,3,2,2,2,2,2,2,2,2,2,2,6,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8,255473.0,9,10,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,12,11,11,10,9,9,8,7,7,6,6,6,6,6,6,6,6,5,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
9,256069.0,10,11,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,7,6,6,6,6,7,6,6,6,7,7,8,8,9,9,9,15,15,15,15,14,14,14,14,14,14,13,13,13,13,12,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,256725.0,11,12,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,8,7,7,7,7,6,14,12,11,11,10,10,10,10,10,10,8,8,8,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,258187.0,12,14,13,13,13,12,12,12,12,12,13,14,15,15,16,17,19,19,18,18,18,18,18,18,16,15,14,14,14,14,14,14,14,12,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,257383.0,13,13,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,9,8,8,9,8,8,7,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
13,259116.0,14,15,14,14,14,13,13,13,13,14,16,17,18,18,18,18,17,17,16,16,16,16,16,16,14,13,13,12,12,12,12,12,12,10,10,10,10,10,12,12,12,12,12,11,10,10,10,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,9,9,9,9,9,0
14,259742.0,15,16,15,15,16,15,16,16,16,16,15,15,16,16,15,15,15,15,14,14,14,13,13,13,11,10,10,13,13,13,13,13,13,11,11,11,11,11,10,10,10,11,11,10,11,11,11,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,0
15,260344.0,16,17,16,16,15,14,14,14,15,15,14,13,13,13,13,13,13,13,12,12,12,11,11,10,9,9,8,8,7,7,7,7,7,7,7,6,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
16,261223.0,17,18,17,17,18,17,17,17,18,18,18,18,17,17,17,16,16,16,15,15,15,14,14,12,10,16,16,16,16,16,16,16,16,13,12,12,12,12,11,11,11,10,10,9,9,9,8,13,13,12,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0
17,261909.0,18,19,18,18,19,18,18,18,19,19,19,19,19,19,19,19,18,18,17,17,17,17,17,17,15,14,15,15,15,15,15,15,15,14,14,14,14,13,13,13,13,13,13,12,12,12,12,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,253095.0,19,7,20,20,20,19,19,19,17,17,17,16,14,14,14,14,14,14,13,13,13,12,12,11,13,12,12,11,11,11,11,11,11,9,9,9,9,9,9,9,9,9,9,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0
19,262656.0,20,20,19,19,17,16,15,15,14,13,12,12,12,12,12,12,12,10,9,9,8,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
