,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
9,1026.0,822.0,bottas,1.0,1.0,Finished,94571.0,189171.0,283366.0,377862.0,472246.0,566590.0,661259.0,756194.0,850846.0,945533.0,1040182.0,1134733.0,1229341.0,1323749.0,1418295.0,1512993.0,1609442.0,1720964.0,1813101.0,1905790.0,1998747.0,2092271.0,2185481.0,2278790.0,2372303.0,2466240.0,2560242.0,2653824.0,2747244.0,2841774.0,2935224.0,3029133.0,3122299.0,3215484.0,3309505.0,3405358.0,3517391.0,3609956.0,3702850.0,3795506.0,3887990.0,3980484.0,4072817.0,4165021.0,4257430.0,4350983.0,4444199.0,4536466.0,4628328.0,4720833.0,4813569.0,4906755.0
4,1026.0,20.0,vettel,2.0,1.0,Finished,95943.0,190492.0,285057.0,379703.0,474159.0,569079.0,663902.0,758801.0,853502.0,948584.0,1043711.0,1138770.0,1233960.0,1329478.0,1424987.0,1523195.0,1636724.0,1730834.0,1823975.0,1916995.0,2010314.0,2103833.0,2197106.0,2290492.0,2384035.0,2477572.0,2570993.0,2664692.0,2758725.0,2852439.0,2950033.0,3062824.0,3155016.0,3247421.0,3340030.0,3432967.0,3525787.0,3617909.0,3711260.0,3804755.0,3898105.0,3990466.0,4083199.0,4175900.0,4268404.0,4361050.0,4453822.0,4546652.0,4640289.0,4734949.0,4827475.0,4920098.0
17,1026.0,844.0,leclerc,6.0,11.0,+1 Lap,97570.0,192884.0,289508.0,410650.0,504820.0,599525.0,695183.0,790830.0,886807.0,984186.0,1081107.0,1178085.0,1275060.0,1371069.0,1467787.0,1563599.0,1660754.0,1756414.0,1851690.0,1946883.0,2042256.0,2137588.0,2233013.0,2328993.0,2428196.0,2541560.0,2635247.0,2729220.0,2823468.0,2918192.0,3013141.0,3107335.0,3201357.0,3296719.0,3389879.0,3482673.0,3575458.0,3668751.0,3762062.0,3855641.0,3949214.0,4042685.0,4136543.0,4230342.0,4325628.0,4422444.0,4537492.0,4629103.0,4722408.0,4816598.0,4911731.0,
1,1026.0,1.0,hamilton,3.0,1.0,Finished,97881.0,193283.0,288173.0,382738.0,477360.0,571824.0,666454.0,761121.0,855756.0,950612.0,1045733.0,1140495.0,1235565.0,1330503.0,1425765.0,1521362.0,1616069.0,1710977.0,1806200.0,1901550.0,1999822.0,2113715.0,2206589.0,2299352.0,2392427.0,2485602.0,2578630.0,2671454.0,2764254.0,2856992.0,2950017.0,3042530.0,3135595.0,3230098.0,3323322.0,3415862.0,3508413.0,3601018.0,3693664.0,3786505.0,3879602.0,3975469.0,4087772.0,4179310.0,4270293.0,4361928.0,4454257.0,4547322.0,4640832.0,4735189.0,4828132.0,4920613.0
13,1026.0,832.0,sainz,5.0,1.0,Finished,99200.0,195289.0,291364.0,387352.0,483285.0,579140.0,674737.0,770699.0,866578.0,962672.0,1058709.0,1154772.0,1250660.0,1346859.0,1442983.0,1539281.0,1635413.0,1732513.0,1828974.0,1925154.0,2021680.0,2118709.0,2215124.0,2311817.0,2408800.0,2509322.0,2623604.0,2718250.0,2812854.0,2907829.0,3002443.0,3096663.0,3191286.0,3285909.0,3380322.0,3474519.0,3568383.0,3662172.0,3755976.0,3849584.0,3943292.0,4036884.0,4130561.0,4224302.0,4318339.0,4411902.0,4505593.0,4599955.0,4693984.0,4788081.0,4882036.0,4975856.0
18,1026.0,846.0,norris,11.0,11.0,+1 Lap,100013.0,196721.0,292956.0,392778.0,509349.0,605004.0,699752.0,795532.0,893075.0,988876.0,1085027.0,1181668.0,1278771.0,1376349.0,1472417.0,1569259.0,1665819.0,1761902.0,1858013.0,1953861.0,2050473.0,2147025.0,2244373.0,2342150.0,2443683.0,2561908.0,2656664.0,2751871.0,2847949.0,2944011.0,3038127.0,3133316.0,3229592.0,3325474.0,3420800.0,3515958.0,3613241.0,3707770.0,3803501.0,3898857.0,3993603.0,4089971.0,4184399.0,4278914.0,4373394.0,4468351.0,4564362.0,4659359.0,4754254.0,4849294.0,4944504.0,
20,1026.0,848.0,albon,4.0,1.0,Finished,100558.0,197085.0,293469.0,389822.0,485050.0,580422.0,675746.0,771504.0,867472.0,963525.0,1059663.0,1155753.0,1252101.0,1348423.0,1446824.0,1560016.0,1653975.0,1748412.0,1843229.0,1938171.0,2032380.0,2127094.0,2221508.0,2315894.0,2410950.0,2505890.0,2600195.0,2694601.0,2789097.0,2883598.0,2978110.0,3072435.0,3166787.0,3263369.0,3376944.0,3469719.0,3563118.0,3656701.0,3750271.0,3843915.0,3937632.0,4031272.0,4125007.0,4218504.0,4311874.0,4405502.0,4498712.0,4592109.0,4685614.0,4779223.0,4872535.0,4966292.0
16,1026.0,842.0,gasly,7.0,11.0,+1 Lap,101359.0,198433.0,295114.0,391527.0,487847.0,583760.0,679871.0,776146.0,872552.0,968777.0,1065290.0,1161663.0,1258195.0,1354589.0,1451342.0,1548149.0,1645022.0,1744253.0,1859957.0,1955511.0,2051689.0,2148061.0,2244562.0,2340541.0,2435989.0,2531375.0,2627034.0,2722498.0,2817950.0,2913499.0,3009624.0,3105094.0,3200731.0,3297620.0,3393359.0,3489059.0,3584545.0,3680043.0,3775438.0,3870768.0,3966268.0,4061590.0,4156911.0,4252395.0,4347780.0,4444057.0,4541003.0,4637581.0,4734372.0,4832529.0,4929795.0,
14,1026.0,840.0,stroll,9.0,11.0,+1 Lap,101898.0,199040.0,295740.0,392337.0,488743.0,584786.0,680921.0,777302.0,873717.0,969956.0,1066412.0,1162876.0,1259349.0,1355818.0,1452642.0,1549241.0,1646188.0,1745591.0,1860762.0,1956384.0,2052677.0,2148923.0,2245283.0,2342488.0,2438861.0,2533574.0,2628689.0,2724011.0,2819761.0,2915519.0,3011217.0,3106814.0,3202996.0,3298803.0,3394554.0,3490153.0,3585589.0,3681157.0,3776573.0,3871885.0,3967334.0,4062730.0,4158075.0,4254381.0,4350534.0,4447121.0,4544049.0,4641814.0,4739026.0,4835918.0,4933400.0,
6,1026.0,807.0,hulkenberg,20.0,2.0,Disqualified,102139.0,199585.0,296570.0,393318.0,489812.0,586128.0,682300.0,778561.0,874982.0,971374.0,1067772.0,1164586.0,1260905.0,1357203.0,1453905.0,1550430.0,1647134.0,1744158.0,1842740.0,1958878.0,2054603.0,2150402.0,2246645.0,2342775.0,2439396.0,2537069.0,2631997.0,2727093.0,2822209.0,2917482.0,3013913.0,3109252.0,3204629.0,3299953.0,3395513.0,3491010.0,3586245.0,3681753.0,3777317.0,3872635.0,3967953.0,4063303.0,4158619.0,4255102.0,4352087.0,4447478.0,4542399.0,4638389.0,4735834.0,4832988.0,4930780.0,
