,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,199774.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,202475.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,203035.0,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,10,9,8,7,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3,203546.0,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,6,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,204682.0,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
5,206182.0,6,6,6,6,6,6,6,6,6,6,11,19,18,18,18,18,18,16,15,14,14,13,13,13,13,13,17,20,20,20,20,20,20,19,18,18,16,16,16,16,16,16,15,15,15,18,18,18,18,18,18,18,18,18,18,0
6,207031.0,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5,4,9,9,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,208162.0,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,6,5,4,4,4,4,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8,209164.0,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,13,12,12,10,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,10,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7
9,209845.0,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,7,7,6,6,6,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,7,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8
10,210586.0,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,9,8,7,8,12,12,12,12,12,11,11,11,11,11,11,11,11,10,10,10,10,9,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10
11,211772.0,12,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,12,11,10,10,10,9,8,7,7,7,12,12,12,12,12,12,12,12,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,212207.0,13,13,13,13,13,13,13,14,14,14,14,13,13,13,13,13,13,12,11,17,16,15,15,15,15,15,14,17,19,19,19,19,19,20,19,19,17,17,17,17,17,17,16,16,16,15,15,15,15,15,15,15,15,15,15,0
13,213169.0,14,14,14,14,14,14,15,15,15,15,15,14,14,14,14,14,15,18,17,16,17,17,17,17,17,17,16,15,15,15,15,15,15,16,17,17,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,0
14,213699.0,15,15,15,15,15,16,16,16,16,16,16,15,15,15,15,15,14,14,19,19,19,19,19,19,19,19,19,18,17,17,17,17,17,17,20,20,18,18,18,18,18,18,17,17,17,16,16,16,16,16,16,16,16,16,16,0
15,214483.0,16,16,16,17,17,18,18,18,18,19,19,17,17,17,17,17,16,13,12,11,11,16,16,16,16,16,15,14,14,14,14,14,14,13,13,13,12,14,14,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,0
16,224737.0,17,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,19,20,20,20,20,20,20,20,20,20,19,18,18,18,18,18,18,15,15,19,19,19,19,19,19,18,18,18,17,17,17,17,17,17,17,17,17,17,0
17,216190.0,18,17,17,16,16,15,14,13,13,13,13,12,11,11,11,11,11,15,14,13,13,11,11,11,11,11,10,10,10,10,10,10,10,10,12,12,11,11,11,11,11,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9
18,219056.0,19,19,19,19,19,19,19,19,19,18,18,16,16,16,16,16,17,20,18,18,18,18,18,18,18,18,18,16,16,16,16,16,16,15,14,14,13,12,12,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,0
19,217503.0,20,18,18,18,18,17,17,17,17,17,17,18,19,19,19,19,19,17,16,15,15,14,14,14,14,14,13,13,13,13,13,13,13,14,16,16,14,13,13,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,0
20,220281.0,21,20,20,20,20,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
