,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
11,136.0,22.0,barrichello,1.0,1.0,Finished,83604.0,162669.0,241646.0,320196.0,399399.0,478143.0,557035.0,635431.0,714158.0,792475.0,870864.0,949561.0,1027941.0,1106572.0,1185012.0,1264029.0,1342511.0,1421157.0,1499471.0,1577842.0,1656096.0,1734832.0,1812498.0,1890640.0,1968388.0,2046516.0,2124989.0,2202872.0,2281093.0,2358257.0,2435148.0,2516228.0,2617665.0,2695536.0,2773409.0,2851321.0,2929255.0,3007266.0,3085471.0,3163725.0,3242200.0,3320895.0,3399166.0,3477495.0,3556249.0,3634421.0,3712498.0,3790872.0,3869241.0,3947975.0,4026647.0,4104431.0,4182178.0,4259748.0,4337118.0,4417626.0,4518186.0,4597646.0,4676358.0,4755600.0,4834241.0,4914463.0,4993442.0,5071984.0,5150743.0,5229765.0,5308790.0,5388679.0,5468151.0,5547927.0,5627669.0,5707143.0,5787503.0,5867609.0,5947560.0,6027759.0,6109001.0
13,136.0,30.0,michael_schumacher,2.0,1.0,Finished,84144.0,163450.0,242407.0,321020.0,400293.0,479334.0,557890.0,636305.0,715365.0,793561.0,871731.0,950387.0,1029330.0,1107902.0,1186279.0,1264907.0,1343508.0,1422082.0,1500378.0,1578683.0,1657188.0,1735551.0,1813879.0,1892322.0,1969996.0,2047902.0,2126109.0,2203691.0,2281813.0,2359148.0,2439632.0,2538631.0,2618529.0,2696659.0,2774943.0,2852924.0,2930703.0,3008512.0,3086275.0,3164717.0,3242987.0,3321550.0,3399823.0,3479173.0,3558326.0,3636636.0,3714461.0,3792202.0,3870329.0,3948489.0,4027342.0,4105487.0,4182897.0,4260547.0,4340960.0,4438857.0,4519364.0,4599120.0,4678046.0,4757212.0,4835885.0,4916066.0,4995694.0,5074131.0,5153788.0,5233983.0,5313269.0,5391966.0,5471530.0,5551331.0,5631606.0,5707813.0,5788697.0,5868376.0,5949287.0,6028478.0,6109435.0
12,136.0,23.0,ralf_schumacher,3.0,1.0,Finished,86006.0,166028.0,245849.0,325620.0,405598.0,485255.0,564937.0,644317.0,723424.0,802340.0,881527.0,960436.0,1039566.0,1118202.0,1196816.0,1275527.0,1354154.0,1432658.0,1511146.0,1589527.0,1667754.0,1746346.0,1824560.0,1902906.0,1981527.0,2059744.0,2137841.0,2216496.0,2296375.0,2374158.0,2452080.0,2530763.0,2613059.0,2714121.0,2792883.0,2872266.0,2951837.0,3029945.0,3108254.0,3186461.0,3266505.0,3344946.0,3423025.0,3501415.0,3579743.0,3657908.0,3736134.0,3814838.0,3893663.0,3971714.0,4049768.0,4127744.0,4205694.0,4287288.0,4387561.0,4465623.0,4544359.0,4622771.0,4701160.0,4779984.0,4858302.0,4937626.0,5016363.0,5095431.0,5174616.0,5255193.0,5334204.0,5414715.0,5493894.0,5572616.0,5650966.0,5729854.0,5808897.0,5886958.0,5965441.0,6043628.0,6122357.0
10,136.0,21.0,fisichella,6.0,1.0,Finished,86594.0,166924.0,247555.0,327300.0,407544.0,487730.0,567783.0,647515.0,727415.0,807495.0,887460.0,967236.0,1046922.0,1126439.0,1206245.0,1285808.0,1365448.0,1444811.0,1524256.0,1603549.0,1682725.0,1762051.0,1841185.0,1920238.0,1999285.0,2078211.0,2157323.0,2236714.0,2318457.0,2420081.0,2499009.0,2578161.0,2657136.0,2737035.0,2816308.0,2895802.0,2975182.0,3054883.0,3134283.0,3213253.0,3292367.0,3371845.0,3451443.0,3530617.0,3610130.0,3689210.0,3768103.0,3847200.0,3925778.0,4004840.0,4088029.0,4188732.0,4267896.0,4347505.0,4427182.0,4506412.0,4585835.0,4665398.0,4745378.0,4825088.0,4904995.0,4984635.0,5064080.0,5143570.0,5223006.0,5302657.0,5382368.0,5461642.0,5540958.0,5619858.0,5699207.0,5778354.0,5857941.0,5937740.0,6017582.0,6097539.0,6177805.0
4,136.0,13.0,massa,7.0,1.0,Finished,87586.0,167846.0,248228.0,328513.0,408850.0,489295.0,569957.0,650106.0,730248.0,810085.0,889927.0,969640.0,1049694.0,1129391.0,1208967.0,1288854.0,1368524.0,1448148.0,1527806.0,1607230.0,1686493.0,1765839.0,1845201.0,1924710.0,2004279.0,2084384.0,2163753.0,2243264.0,2322611.0,2401686.0,2484176.0,2583858.0,2662454.0,2741260.0,2819794.0,2898916.0,2977920.0,3057268.0,3136570.0,3215886.0,3295185.0,3374618.0,3454117.0,3533250.0,3612763.0,3691999.0,3770780.0,3849680.0,3928536.0,4007366.0,4086056.0,4164514.0,4246365.0,4348741.0,4428114.0,4507829.0,4586963.0,4666580.0,4746281.0,4826211.0,4906109.0,4985989.0,5065860.0,5145382.0,5225202.0,5304799.0,5384132.0,5463721.0,5543048.0,5622490.0,5702933.0,5782378.0,5861749.0,5941176.0,6020755.0,6100685.0,6182613.0
8,136.0,18.0,button,18.0,20.0,Spun off,88737.0,169506.0,249996.0,330773.0,411262.0,492098.0,572706.0,653035.0,733565.0,813830.0,894429.0,974601.0,1054617.0,1134734.0,1214520.0,1294575.0,1374523.0,1454345.0,1534276.0,1613929.0,1693413.0,1772927.0,1852382.0,1932228.0,2011943.0,2091575.0,2171105.0,2250608.0,2330086.0,2409701.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,136.0,31.0,montoya,11.0,11.0,+1 Lap,89517.0,170906.0,251637.0,332445.0,412579.0,493423.0,573785.0,654175.0,734563.0,814971.0,895209.0,975774.0,1055932.0,1136052.0,1215626.0,1295587.0,1375369.0,1455263.0,1535124.0,1614813.0,1695102.0,1786871.0,1889673.0,1974283.0,2054179.0,2134191.0,2215361.0,2297648.0,2377966.0,2457659.0,2537968.0,2620530.0,2700562.0,2780549.0,2860478.0,2940544.0,3019680.0,3099319.0,3178538.0,3257490.0,3337021.0,3415977.0,3495012.0,3573592.0,3652597.0,3731213.0,3809794.0,3888485.0,3967093.0,4045746.0,4123909.0,4202276.0,4280627.0,4358901.0,4440684.0,4540804.0,4619002.0,4697612.0,4777586.0,4856121.0,4935277.0,5014162.0,5093785.0,5173404.0,5256081.0,5336122.0,5415905.0,5496558.0,5575354.0,5655274.0,5733752.0,5812432.0,5892563.0,5971899.0,6051310.0,6130653.0,
2,136.0,8.0,raikkonen,4.0,1.0,Finished,89703.0,171157.0,251906.0,332717.0,413094.0,493942.0,574514.0,655058.0,735283.0,815616.0,895794.0,976244.0,1056503.0,1136456.0,1216267.0,1295996.0,1375842.0,1455684.0,1535459.0,1615095.0,1695391.0,1775440.0,1853711.0,1932674.0,2012385.0,2092021.0,2171520.0,2251040.0,2330554.0,2410035.0,2489774.0,2567152.0,2644258.0,2721407.0,2802759.0,2903289.0,2981493.0,3059683.0,3138583.0,3217553.0,3296423.0,3375230.0,3454647.0,3533923.0,3613249.0,3692685.0,3771343.0,3850396.0,3929057.0,4007934.0,4086651.0,4165166.0,4243431.0,4320357.0,4397790.0,4474925.0,4552531.0,4629832.0,4707074.0,4784084.0,4864254.0,4962745.0,5040303.0,5117650.0,5195605.0,5274166.0,5352399.0,5431239.0,5509775.0,5587958.0,5666507.0,5745399.0,5824590.0,5904219.0,5981851.0,6060036.0,6138480.0
6,136.0,15.0,trulli,8.0,11.0,+1 Lap,90643.0,171912.0,252902.0,334041.0,414996.0,495536.0,576199.0,656358.0,736706.0,816845.0,897091.0,977222.0,1057692.0,1137899.0,1217831.0,1297616.0,1377649.0,1457520.0,1537176.0,1616789.0,1696544.0,1777457.0,1856774.0,1936160.0,2015905.0,2095354.0,2174890.0,2254306.0,2333234.0,2412275.0,2494718.0,2595900.0,2674506.0,2753408.0,2832401.0,2911534.0,2990546.0,3069545.0,3148726.0,3227584.0,3306431.0,3385461.0,3464103.0,3542803.0,3621515.0,3700416.0,3779853.0,3859015.0,3937699.0,4016270.0,4094708.0,4173467.0,4252118.0,4333727.0,4434300.0,4513864.0,4594339.0,4675105.0,4759182.0,4840131.0,4921115.0,5002138.0,5083135.0,5165189.0,5246549.0,5326310.0,5405602.0,5484631.0,5563744.0,5642893.0,5722039.0,5801137.0,5880310.0,5959329.0,6038244.0,6117189.0,
1,136.0,2.0,heidfeld,9.0,11.0,+1 Lap,91260.0,173106.0,254152.0,335236.0,416355.0,497119.0,578068.0,658602.0,738889.0,819756.0,900227.0,980254.0,1060507.0,1142464.0,1222225.0,1302334.0,1382119.0,1462038.0,1541653.0,1621348.0,1701278.0,1782918.0,1862524.0,1941825.0,2021298.0,2100838.0,2180205.0,2259568.0,2338958.0,2417830.0,2497149.0,2579844.0,2680041.0,2758263.0,2836448.0,2915656.0,2994471.0,3073408.0,3152279.0,3230957.0,3310099.0,3388951.0,3468063.0,3547261.0,3626097.0,3705447.0,3784398.0,3863188.0,3941908.0,4021025.0,4099555.0,4178681.0,4257478.0,4339197.0,4440790.0,4520159.0,4601058.0,4680915.0,4760146.0,4840607.0,4921696.0,5002499.0,5083488.0,5165541.0,5247054.0,5326974.0,5406590.0,5485917.0,5565425.0,5644463.0,5723624.0,5802497.0,5881531.0,5960588.0,6039596.0,6118160.0,
