,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
3,1001.0,20.0,vettel,1.0,1.0,Finished,149572.0,329623.0,500682.0,682181.0,790837.0,899760.0,1008455.0,1117101.0,1226147.0,1334896.0,1443391.0,1552054.0,1660786.0,1769534.0,1878213.0,1986612.0,2095279.0,2203879.0,2312812.0,2421593.0,2530303.0,2643204.0,2762932.0,2869675.0,2976319.0,3083346.0,3190398.0,3297335.0,3404307.0,3511282.0,3618416.0,3725584.0,3832600.0,3940002.0,4047392.0,4154737.0,4261686.0,4368469.0,4475203.0,4582421.0,4689513.0,4797112.0,4904727.0,5014476.0
1,1001.0,1.0,hamilton,2.0,1.0,Finished,151397.0,331415.0,502141.0,682800.0,792518.0,902015.0,1011035.0,1119869.0,1229012.0,1338191.0,1447168.0,1555833.0,1664575.0,1773514.0,1881993.0,1990201.0,2098649.0,2207355.0,2316094.0,2424830.0,2538241.0,2658143.0,2764864.0,2871766.0,2978622.0,3086580.0,3194267.0,3301832.0,3409235.0,3516331.0,3623648.0,3730694.0,3838035.0,3945258.0,4052541.0,4159938.0,4267526.0,4375133.0,4482213.0,4590187.0,4698242.0,4806871.0,4915731.0,5025537.0
5,1001.0,815.0,perez,5.0,1.0,Finished,152527.0,332517.0,503592.0,683301.0,794558.0,905646.0,1016570.0,1127240.0,1238000.0,1349534.0,1461061.0,1571726.0,1682204.0,1792637.0,1902940.0,2013244.0,2123610.0,2233866.0,2344078.0,2454170.0,2564278.0,2674526.0,2784355.0,2894084.0,3008739.0,3131921.0,3240786.0,3349572.0,3457675.0,3565868.0,3674258.0,3782613.0,3890843.0,3999118.0,4107397.0,4215520.0,4323889.0,4431969.0,4540103.0,4650448.0,4759393.0,4868281.0,4976937.0,5085499.0
13,1001.0,839.0,ocon,6.0,1.0,Finished,153245.0,333669.0,504799.0,683754.0,795705.0,907441.0,1020120.0,1131344.0,1242360.0,1353414.0,1464269.0,1574838.0,1685419.0,1796086.0,1906489.0,2017203.0,2127861.0,2238261.0,2348713.0,2459052.0,2569251.0,2679699.0,2790138.0,2904554.0,3028327.0,3137385.0,3246302.0,3355024.0,3463907.0,3572918.0,3681766.0,3791385.0,3900095.0,4008531.0,4116609.0,4224820.0,4333487.0,4442108.0,4550969.0,4659533.0,4768125.0,4876967.0,4985549.0,5093996.0
10,1001.0,830.0,max_verstappen,3.0,1.0,Finished,154928.0,335263.0,505627.0,684247.0,796436.0,908055.0,1018195.0,1128188.0,1238633.0,1347565.0,1457140.0,1566364.0,1675617.0,1784994.0,1894037.0,2003256.0,2112543.0,2221422.0,2330358.0,2439295.0,2548248.0,2657442.0,2767720.0,2876476.0,2985012.0,3098025.0,3218788.0,3326135.0,3433408.0,3540885.0,3648377.0,3755748.0,3862959.0,3970100.0,4077355.0,4184301.0,4292077.0,4399545.0,4506826.0,4614606.0,4722002.0,4829828.0,4937468.0,5045848.0
4,1001.0,154.0,grosjean,7.0,1.0,Finished,156224.0,336692.0,506700.0,684572.0,797608.0,909792.0,1021510.0,1132949.0,1244422.0,1355574.0,1466478.0,1577464.0,1688638.0,1799786.0,1910563.0,2021476.0,2132414.0,2243176.0,2353782.0,2464391.0,2574919.0,2685512.0,2800532.0,2923710.0,3032678.0,3141657.0,3250708.0,3359660.0,3468664.0,3577739.0,3687079.0,3796039.0,3904899.0,4013623.0,4121906.0,4230642.0,4339168.0,4447585.0,4556246.0,4664885.0,4773387.0,4882189.0,4991091.0,5100429.0
8,1001.0,825.0,kevin_magnussen,8.0,1.0,Finished,157550.0,337892.0,507820.0,685142.0,798508.0,910894.0,1023397.0,1135454.0,1247509.0,1358930.0,1470047.0,1581049.0,1692164.0,1803203.0,1913932.0,2024682.0,2135752.0,2246601.0,2357355.0,2467842.0,2578245.0,2690778.0,2801510.0,2913588.0,3024446.0,3139581.0,3263199.0,3371443.0,3479668.0,3588020.0,3696552.0,3804843.0,3913030.0,4021251.0,4129227.0,4237164.0,4345267.0,4453233.0,4561347.0,4669486.0,4777426.0,4885734.0,4993775.0,5102115.0
15,1001.0,842.0,gasly,9.0,1.0,Finished,159935.0,339674.0,508768.0,685515.0,799028.0,911897.0,1024137.0,1136323.0,1248744.0,1360610.0,1471970.0,1583202.0,1694373.0,1805598.0,1916270.0,2027376.0,2138538.0,2250957.0,2362038.0,2474275.0,2584972.0,2695738.0,2806561.0,2917383.0,3032913.0,3156427.0,3265250.0,3374092.0,3483261.0,3592158.0,3701294.0,3810509.0,3919446.0,4028568.0,4137508.0,4246096.0,4355067.0,4463967.0,4573369.0,4682766.0,4792019.0,4901312.0,5010675.0,5120368.0
9,1001.0,828.0,ericsson,10.0,11.0,+1 Lap,161049.0,341043.0,511084.0,686213.0,800173.0,913864.0,1025095.0,1137291.0,1249501.0,1361424.0,1473093.0,1584305.0,1695665.0,1807008.0,1917882.0,2028716.0,2140851.0,2253335.0,2364409.0,2475641.0,2586771.0,2697795.0,2808552.0,2919550.0,3030547.0,3145286.0,3269819.0,3381413.0,3490424.0,3599807.0,3709758.0,3818830.0,3928013.0,4036891.0,4145585.0,4254322.0,4363041.0,4472061.0,4580955.0,4691772.0,4801131.0,4910461.0,5019447.0,
17,1001.0,845.0,sirotkin,12.0,11.0,+1 Lap,162542.0,342093.0,512175.0,686661.0,799770.0,913371.0,1026756.0,1139383.0,1251523.0,1363554.0,1475276.0,1588270.0,1701440.0,1813583.0,1925110.0,2036727.0,2148011.0,2260133.0,2371723.0,2483023.0,2594430.0,2705968.0,2817383.0,2932626.0,3056176.0,3165579.0,3274791.0,3384675.0,3494492.0,3604829.0,3715760.0,3827123.0,3937340.0,4048194.0,4157547.0,4266847.0,4377239.0,4486825.0,4596287.0,4706079.0,4815617.0,4924730.0,5034334.0,
