,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
0,147550.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1
1,148863.0,2,2,2,2,2,2,3,4,7,16,16,13,11,10,10,10,10,9,9,9,8,8,8,8,7,8,9,9,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,6,6,6,6,6,6,6
2,149581.0,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3
3,150392.0,4,4,4,4,4,6,8,11,20,17,17,15,12,11,11,11,11,10,10,10,11,12,12,14,19,19,18,17,16,16,16,14,14,13,13,13,13,13,13,13,13,13,12,13,13,13,13,13,13,13,17,17,17,17,17,17,17,17,17,17,17,17,17,19,0,0,0,0,0,0,0
4,151086.0,5,5,5,5,5,4,4,3,3,6,14,11,9,7,6,4,4,4,4,4,4,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4
5,152233.0,6,7,7,7,7,8,7,7,6,5,5,5,5,5,7,7,6,6,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,5,5,5,5,5,5,5
6,152027.0,7,6,6,6,6,5,5,5,4,3,3,3,3,3,4,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,2
7,152505.0,8,8,8,8,8,7,6,6,5,4,4,4,4,4,3,3,3,3,3,3,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,153128.0,9,9,9,9,9,9,9,8,8,18,18,16,14,12,12,12,12,12,11,11,10,9,9,9,9,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,13,13,13,12,12,11,11,11,11,11,11,10,10,10,10,10,10,10,9,0
9,153701.0,10,10,10,10,10,10,10,9,11,19,20,19,16,16,16,16,16,15,15,15,14,14,14,13,13,13,8,8,17,17,17,16,15,15,14,14,14,14,14,14,14,14,13,12,12,12,12,11,11,11,11,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8
