,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
1,193.0,14.0,coulthard,6.0,1.0,Finished,92699.0,183100.0,273202.0,364550.0,469789.0,559871.0,650106.0,741847.0,832780.0,923525.0,1014930.0,1106571.0,1196635.0,1286265.0,1376425.0,1467022.0,1557577.0,1648146.0,1738217.0,1828880.0,1920175.0,2011625.0,2102109.0,2191974.0,2282001.0,2371948.0,2461931.0,2552704.0,2643278.0,2735443.0,2825700.0,2916680.0,3028145.0,3118617.0,3209443.0,3300639.0,3391495.0,3482602.0,3576138.0,3667367.0,3758902.0,3850271.0,3941472.0,4032600.0,4124000.0,4215361.0,4306856.0,4397391.0,4487518.0,4577848.0,4669290.0,4759823.0,4859351.0,4949405.0,5038401.0,5126963.0,5216855.0,5305323.0,5394087.0,5483014.0,5573260.0,5662202.0,5755371.0,5847000.0,5936759.0,6035200.0,6132758.0,6232996.0,6323883.0,6413730.0,6504344.0,6595926.0
13,193.0,57.0,hakkinen,2.0,1.0,Finished,94430.0,187637.0,279391.0,370527.0,462446.0,553532.0,644667.0,735260.0,826132.0,916652.0,1007033.0,1097163.0,1186937.0,1276673.0,1366157.0,1455092.0,1544425.0,1633674.0,1722782.0,1811819.0,1902259.0,1991713.0,2080486.0,2168839.0,2257656.0,2346405.0,2435737.0,2524127.0,2612655.0,2701078.0,2789898.0,2878159.0,2966874.0,3055816.0,3145247.0,3233853.0,3322680.0,3412522.0,3503188.0,3591535.0,3679892.0,3769967.0,3880292.0,3973466.0,4063186.0,4152931.0,4243279.0,4333708.0,4423762.0,4513850.0,4603123.0,4692640.0,4782150.0,4872491.0,4962306.0,5052053.0,5142301.0,5232550.0,5322358.0,5412557.0,5502774.0,5592327.0,5682375.0,5775567.0,5866033.0,5957767.0,6055367.0,6160417.0,6256063.0,6350477.0,6445289.0,6539074.0
7,193.0,30.0,michael_schumacher,1.0,1.0,Finished,94713.0,185827.0,275341.0,365205.0,457037.0,547086.0,636953.0,726560.0,816358.0,905984.0,995734.0,1085019.0,1174375.0,1263990.0,1353514.0,1442504.0,1531830.0,1621737.0,1711445.0,1800923.0,1890327.0,1978864.0,2067312.0,2157594.0,2246238.0,2335025.0,2424057.0,2512609.0,2622685.0,2711354.0,2800379.0,2889307.0,2979343.0,3068561.0,3158008.0,3247478.0,3336735.0,3425676.0,3514675.0,3604030.0,3692870.0,3781763.0,3870848.0,3959628.0,4048421.0,4137807.0,4227766.0,4316586.0,4405415.0,4495318.0,4584035.0,4672617.0,4760889.0,4869733.0,4958585.0,5047192.0,5136014.0,5224909.0,5313785.0,5403529.0,5492609.0,5582676.0,5672347.0,5763411.0,5852948.0,5943496.0,6050977.0,6149035.0,6242797.0,6333533.0,6422663.0,6516175.0
10,193.0,49.0,frentzen,9.0,11.0,+1 Lap,96230.0,190783.0,284029.0,377175.0,470546.0,562378.0,654303.0,746506.0,838389.0,930064.0,1021434.0,1112533.0,1203823.0,1295126.0,1386201.0,1477504.0,1568725.0,1659626.0,1750055.0,1840572.0,1931030.0,2021563.0,2112089.0,2203255.0,2293283.0,2383663.0,2473762.0,2563709.0,2653437.0,2743507.0,2833169.0,2923529.0,3015371.0,3105594.0,3195851.0,3285823.0,3375415.0,3465453.0,3606924.0,3697524.0,3788615.0,3879773.0,3973574.0,4089198.0,4180788.0,4272253.0,4364499.0,4455441.0,4547635.0,4638765.0,4729208.0,4820125.0,4911422.0,5002002.0,5093187.0,5183993.0,5274491.0,5364904.0,5455173.0,5546598.0,5637473.0,5728561.0,5821044.0,5912436.0,6009278.0,6108279.0,6203674.0,6296379.0,6388172.0,6479523.0,6583773.0,
12,193.0,56.0,irvine,3.0,1.0,Finished,96846.0,189862.0,281359.0,371893.0,463459.0,554187.0,645603.0,736862.0,827495.0,918330.0,1009035.0,1099574.0,1189947.0,1280456.0,1370472.0,1460010.0,1550043.0,1640038.0,1730088.0,1821040.0,1910599.0,2000144.0,2089937.0,2180820.0,2271613.0,2360858.0,2449791.0,2538844.0,2628829.0,2739222.0,2828918.0,2919025.0,3008490.0,3099644.0,3189389.0,3279576.0,3369554.0,3459563.0,3549336.0,3638554.0,3727979.0,3817627.0,3906955.0,3996279.0,4086971.0,4176329.0,4270512.0,4360723.0,4450248.0,4540273.0,4629878.0,4719820.0,4810010.0,4900168.0,4990962.0,5100753.0,5190289.0,5280076.0,5370163.0,5461638.0,5552720.0,5642918.0,5733538.0,5826294.0,5917963.0,6015149.0,6112391.0,6207388.0,6300090.0,6390131.0,6480644.0,6573920.0
8,193.0,35.0,villeneuve,17.0,4.0,Collision,98390.0,191008.0,283018.0,374355.0,466283.0,557662.0,649122.0,740438.0,831456.0,922384.0,1013500.0,1103726.0,1194263.0,1284631.0,1375285.0,1465950.0,1556209.0,1647181.0,1736924.0,1827799.0,1919174.0,2010689.0,2100769.0,2190900.0,2280772.0,2370860.0,2460860.0,2552138.0,2643251.0,2734862.0,2825308.0,2915948.0,3006967.0,3096694.0,3186388.0,3276340.0,3366657.0,3481406.0,3575071.0,3666670.0,3758079.0,3849590.0,3940797.0,4031928.0,4123467.0,4214806.0,4306031.0,4396553.0,4486802.0,4577339.0,4668762.0,4759278.0,,,,,,,,,,,,,,,,,,,,
11,193.0,55.0,alesi,5.0,1.0,Finished,98882.0,191500.0,284385.0,375564.0,466766.0,558101.0,649408.0,741058.0,831980.0,922744.0,1014090.0,1104455.0,1194872.0,1285197.0,1375680.0,1466401.0,1556817.0,1647618.0,1737568.0,1828245.0,1919702.0,2011020.0,2101377.0,2191286.0,2281389.0,2371462.0,2462073.0,2573795.0,2663953.0,2753899.0,2844463.0,2934950.0,3025538.0,3115743.0,3207155.0,3296747.0,3386855.0,3479345.0,3568975.0,3658602.0,3747852.0,3837435.0,3929430.0,4019046.0,4108046.0,4197543.0,4287140.0,4377943.0,4467267.0,4557956.0,4667318.0,4756666.0,4846209.0,4935834.0,5027513.0,5117859.0,5209555.0,5299783.0,5389652.0,5479791.0,5570098.0,5660611.0,5754488.0,5845617.0,5935406.0,6034260.0,6132271.0,6227197.0,6319565.0,6410293.0,6502291.0,6594461.0
6,193.0,25.0,wurz,4.0,1.0,Finished,99553.0,192058.0,285024.0,377655.0,470896.0,563160.0,654724.0,747026.0,839383.0,930522.0,1021977.0,1113220.0,1204350.0,1295484.0,1386651.0,1477977.0,1569070.0,1659956.0,1750557.0,1841282.0,1932156.0,2022279.0,2112497.0,2203726.0,2294010.0,2384114.0,2474298.0,2564187.0,2654162.0,2743917.0,2833945.0,2923807.0,3015733.0,3105839.0,3196148.0,3286257.0,3375916.0,3465749.0,3553928.0,3642333.0,3754349.0,3844378.0,3934870.0,4025818.0,4117444.0,4208652.0,4298436.0,4388155.0,4477599.0,4566825.0,4656686.0,4746451.0,4835425.0,4924520.0,5012974.0,5103835.0,5193102.0,5281775.0,5370669.0,5462374.0,5553196.0,5643363.0,5733996.0,5824565.0,5913989.0,6025999.0,6123837.0,6217256.0,6309025.0,6399565.0,6490408.0,6584310.0
18,193.0,71.0,damon_hill,8.0,11.0,+1 Lap,100123.0,193014.0,286124.0,378331.0,471481.0,563923.0,655959.0,748225.0,840056.0,931921.0,1023664.0,1115386.0,1206770.0,1298353.0,1389659.0,1480670.0,1570616.0,1661137.0,1751739.0,1842440.0,1933243.0,2023549.0,2114121.0,2206185.0,2296717.0,2386675.0,2480986.0,2571988.0,2682850.0,2773455.0,2865576.0,2957678.0,3048875.0,3139299.0,3229970.0,3320838.0,3411449.0,3504054.0,3595576.0,3685556.0,3775891.0,3866295.0,3956034.0,4046601.0,4137479.0,4235281.0,4354940.0,4444250.0,4534888.0,4624752.0,4715339.0,4807731.0,4898902.0,4990082.0,5081175.0,5171537.0,5262092.0,5354405.0,5444665.0,5537274.0,5627286.0,5717220.0,5809129.0,5899202.0,5995270.0,6095041.0,6189305.0,6280465.0,6372425.0,6463177.0,6557761.0,
3,193.0,21.0,fisichella,7.0,1.0,Finished,100661.0,193740.0,287108.0,379746.0,471949.0,564715.0,656931.0,748988.0,841004.0,932734.0,1024657.0,1116211.0,1207958.0,1299010.0,1390263.0,1482110.0,1573241.0,1663439.0,1754336.0,1845078.0,1935285.0,2025182.0,2115038.0,2206636.0,2298989.0,2388663.0,2479667.0,2568936.0,2658204.0,2747673.0,2836824.0,2925722.0,3016930.0,3107091.0,3196907.0,3286834.0,3376788.0,3488072.0,3578215.0,3668842.0,3759953.0,3851081.0,3942577.0,4034025.0,4126237.0,4217263.0,4308468.0,4399726.0,4489137.0,4579045.0,4669984.0,4760856.0,4851010.0,4940382.0,5030318.0,5120861.0,5210933.0,5300825.0,5390223.0,5480341.0,5570909.0,5660927.0,5754724.0,5846463.0,5936154.0,6036558.0,6145595.0,6242000.0,6332534.0,6421041.0,6510745.0,6604613.0
