,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
4,236.0,35.0,villeneuve,2.0,1.0,Finished,120634.0,236610.0,352082.0,467177.0,581998.0,696838.0,812818.0,927228.0,1042206.0,1156832.0,1271545.0,1385975.0,1501289.0,1616909.0,1783326.0,1980804.0,2179115.0,2296958.0,2411948.0,2527170.0,2642028.0,2757027.0,2871927.0,2986865.0,3101381.0,3215748.0,3330131.0,3444059.0,3558202.0,3672715.0,3787370.0,3908552.0,4038248.0,4152280.0,4266588.0,4380682.0,4494880.0,4608467.0,4722839.0,4837446.0,4952365.0,5066911.0,5182912.0,5300727.0
3,236.0,30.0,michael_schumacher,1.0,1.0,Finished,121517.0,238119.0,353270.0,468260.0,583437.0,698128.0,813275.0,928297.0,1043319.0,1158225.0,1272727.0,1387612.0,1502816.0,1624826.0,1782719.0,1978773.0,2177825.0,2294731.0,2409954.0,2525885.0,2641142.0,2755872.0,2870594.0,2985060.0,3099619.0,3214300.0,3328464.0,3442871.0,3557394.0,3678010.0,3808006.0,3922728.0,4037309.0,4151731.0,4265717.0,4379737.0,4493659.0,4607874.0,4722205.0,4836276.0,4950181.0,5064792.0,5179893.0,5295125.0
1,236.0,14.0,coulthard,11.0,20.0,Spun off,122556.0,239042.0,355105.0,470919.0,586342.0,702868.0,818149.0,933385.0,1048706.0,1163712.0,1278690.0,1393498.0,1508554.0,1623645.0,1780860.0,1977579.0,2176726.0,2292474.0,2407615.0,2522955.0,2637610.0,2758300.0,2892698.0,3008891.0,3125913.0,3242564.0,3359049.0,3475703.0,3591885.0,3709622.0,3826180.0,3942603.0,4058674.0,4174137.0,4289739.0,4404785.0,4519813.0,,,,,,,
11,236.0,71.0,damon_hill,5.0,1.0,Finished,123188.0,240272.0,356275.0,472549.0,588223.0,703844.0,819475.0,934977.0,1051320.0,1166107.0,1281165.0,1396295.0,1513910.0,1635841.0,1782213.0,1987058.0,2185477.0,2305283.0,2423471.0,2540777.0,2657775.0,2773958.0,2890025.0,3006364.0,3123239.0,3238473.0,3353552.0,3469948.0,3586885.0,3702007.0,3817780.0,3932768.0,4048282.0,4170809.0,4299085.0,4412932.0,4526670.0,4640662.0,4754160.0,4867601.0,4981936.0,5095422.0,5209569.0,5324304.0
8,236.0,57.0,hakkinen,3.0,1.0,Finished,124114.0,241542.0,357900.0,473596.0,589640.0,705242.0,820804.0,936195.0,1052261.0,1167867.0,1283149.0,1398358.0,1514538.0,1633736.0,1781450.0,1978269.0,2177305.0,2294291.0,2409242.0,2524699.0,2639177.0,2754163.0,2868361.0,2989709.0,3122255.0,3237311.0,3352827.0,3469581.0,3584907.0,3699783.0,3815208.0,3930436.0,4045377.0,4160063.0,4274982.0,4389379.0,4504198.0,4618619.0,4733424.0,4848211.0,4963600.0,5079352.0,5194643.0,5310835.0
13,236.0,77.0,berger,6.0,1.0,Finished,124744.0,242197.0,358534.0,474119.0,590066.0,705748.0,821351.0,936941.0,1052875.0,1168239.0,1283719.0,1399047.0,1515185.0,1633939.0,1785625.0,1982506.0,2181265.0,2302034.0,2438465.0,2554791.0,2670876.0,2785934.0,2901729.0,3016914.0,3133592.0,3248499.0,3362699.0,3477099.0,3592478.0,3707995.0,3831366.0,3959889.0,4075071.0,4189217.0,4303113.0,4416467.0,4530068.0,4643660.0,4757065.0,4870464.0,4983727.0,5096794.0,5211051.0,5325021.0
6,236.0,55.0,alesi,4.0,1.0,Finished,125513.0,242837.0,359282.0,475076.0,591271.0,706745.0,822164.0,938101.0,1055013.0,1171268.0,1287006.0,1402848.0,1519406.0,1641533.0,1784691.0,1980105.0,2178950.0,2297999.0,2413823.0,2529743.0,2645028.0,2760009.0,2875509.0,2990902.0,3106096.0,3220860.0,3335638.0,3450495.0,3565232.0,3686347.0,3816798.0,3931964.0,4047618.0,4163038.0,4277854.0,4392631.0,4507316.0,4622080.0,4736889.0,4851990.0,4966704.0,5082664.0,5198694.0,5314250.0
16,236.0,84.0,brundle,12.0,5.0,Engine,126878.0,245446.0,363264.0,480259.0,596933.0,713392.0,829925.0,946525.0,1062709.0,1179306.0,1295538.0,1412109.0,1529157.0,1652059.0,1789180.0,1984690.0,2182530.0,2302787.0,2423088.0,2540442.0,2657299.0,2773525.0,2889682.0,3006091.0,3125259.0,3241854.0,3358432.0,3474673.0,3590796.0,3706888.0,3829650.0,3962962.0,4078578.0,4236582.0,,,,,,,,,,
7,236.0,56.0,irvine,13.0,6.0,Gearbox,127947.0,246616.0,364299.0,481784.0,598794.0,716101.0,832745.0,948868.0,1065097.0,1180850.0,1296939.0,1413414.0,1537748.0,1680098.0,1802814.0,1984058.0,2181863.0,2301808.0,2422055.0,2538955.0,2655518.0,2771334.0,2888110.0,3004898.0,3128213.0,3262347.0,3379837.0,3497888.0,3617505.0,,,,,,,,,,,,,,,
9,236.0,63.0,salo,7.0,1.0,Finished,129947.0,249323.0,368009.0,486342.0,603956.0,721193.0,838188.0,955003.0,1072012.0,1188674.0,1305431.0,1422329.0,1539798.0,1663605.0,1798135.0,1981539.0,2180391.0,2301263.0,2418338.0,2535845.0,2652861.0,2769765.0,2886175.0,3002530.0,3119186.0,3235650.0,3352026.0,3469124.0,3586572.0,3710219.0,3842372.0,3958589.0,4075613.0,4192024.0,4308328.0,4424713.0,4541138.0,4657658.0,4773916.0,4890720.0,5006929.0,5122783.0,5238758.0,5355879.0
14,236.0,79.0,katayama,8.0,1.0,Finished,131573.0,252503.0,372153.0,492547.0,611276.0,729780.0,847699.0,965781.0,1083593.0,1201211.0,1318518.0,1435824.0,1553768.0,1680379.0,1810347.0,1985523.0,2183217.0,2303477.0,2423424.0,2542783.0,2660799.0,2778907.0,2896956.0,3015365.0,3133300.0,3252547.0,3370309.0,3488020.0,3612093.0,3747717.0,3865925.0,3983564.0,4101393.0,4219248.0,4337011.0,4454575.0,4572124.0,4689488.0,4806937.0,4924137.0,5041286.0,5158867.0,5276658.0,5395352.0
10,236.0,64.0,diniz,15.0,10.0,Electrical,133049.0,256525.0,376403.0,496113.0,615234.0,733899.0,853173.0,971995.0,1091209.0,1210653.0,1332748.0,1452624.0,1572360.0,1696862.0,1845355.0,1994950.0,2185070.0,2307237.0,2429434.0,2550523.0,2673224.0,2803572.0,,,,,,,,,,,,,,,,,,,,,,
