,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
9,112.0,30.0,michael_schumacher,1.0,1.0,Finished,98408.0,244067.0,391026.0,531494.0,670284.0,751178.0,831597.0,912027.0,992615.0,1073502.0,1154646.0,1235698.0,1316973.0,1398715.0,1480402.0,1561895.0,1643480.0,1725122.0,1811394.0,1914118.0,1994445.0,2074972.0,2155724.0,2236733.0,2318105.0,2399685.0,2482087.0,2563626.0,2644900.0,2726531.0,2808219.0,2889593.0,2970661.0,3052014.0,3137359.0,3241003.0,3322816.0,3403140.0,3483727.0,3564465.0,3645074.0,3725849.0,3807185.0,3888917.0,3970068.0,4052099.0,4133260.0,4213990.0,4299085.0,4400715.0,4481022.0,4562077.0,4643246.0,4723734.0,4804696.0,4885579.0,4966680.0,5048154.0,5129983.0,5212817.0,5295783.0,5378188.0,5460488.0,5542188.0,5626933.0
7,112.0,22.0,barrichello,3.0,1.0,Finished,100023.0,245979.0,391904.0,532858.0,671240.0,752101.0,832781.0,913541.0,994719.0,1075915.0,1157424.0,1238923.0,1320540.0,1402014.0,1483745.0,1565554.0,1647171.0,1728585.0,1810714.0,1896895.0,1999851.0,2080225.0,2161238.0,2242954.0,2325146.0,2407337.0,2489397.0,2571979.0,2655932.0,2737821.0,2819511.0,2901462.0,2983473.0,3065518.0,3147703.0,3234205.0,3336369.0,3417801.0,3499505.0,3580738.0,3662524.0,3743888.0,3826382.0,3907665.0,3988846.0,4070138.0,4151508.0,4233145.0,4314309.0,4399656.0,4501435.0,4581578.0,4662800.0,4743667.0,4824458.0,4906334.0,4988651.0,5070656.0,5152709.0,5234563.0,5316214.0,5398116.0,5479647.0,5561941.0,5644934.0
2,112.0,4.0,alonso,2.0,1.0,Finished,101158.0,247504.0,393310.0,533768.0,671583.0,752884.0,833632.0,914320.0,995302.0,1076637.0,1158080.0,1239525.0,1321054.0,1402589.0,1484230.0,1566070.0,1651576.0,1753175.0,1834381.0,1915531.0,1996526.0,2077651.0,2159066.0,2240967.0,2322911.0,2405003.0,2486940.0,2570478.0,2652292.0,2733680.0,2814694.0,2896214.0,2977434.0,3058465.0,3139560.0,3220657.0,3305736.0,3407685.0,3489984.0,3572366.0,3653509.0,3733985.0,3814742.0,3895638.0,3976520.0,4057442.0,4138374.0,4218968.0,4299730.0,4384364.0,4487202.0,4568517.0,4649923.0,4731705.0,4812896.0,4894528.0,4976191.0,5058132.0,5139528.0,5220919.0,5302356.0,5383998.0,5466508.0,5549650.0,5632649.0
8,112.0,23.0,ralf_schumacher,5.0,11.0,+1 Lap,105076.0,248594.0,394269.0,534525.0,672138.0,754094.0,835178.0,915976.0,997142.0,1078424.0,1159962.0,1241280.0,1322854.0,1404425.0,1485997.0,1567439.0,1648901.0,1734192.0,1839234.0,1920729.0,2002716.0,2084932.0,2167016.0,2249468.0,2332099.0,2414431.0,2496708.0,2579451.0,2661877.0,2745220.0,2827894.0,2910662.0,2992886.0,3075295.0,3157781.0,3240607.0,3324460.0,3407252.0,3489562.0,3571892.0,3666213.0,3772210.0,3855390.0,3939399.0,4023631.0,4109854.0,4194839.0,4279456.0,4363953.0,4448637.0,4533150.0,4617678.0,4702049.0,4786229.0,4870762.0,4955714.0,5040816.0,5125726.0,5210633.0,5294935.0,5380389.0,5465320.0,5550884.0,5635791.0,
5,112.0,18.0,button,9.0,12.0,+2 Laps,105799.0,249438.0,394926.0,535296.0,673274.0,757022.0,838322.0,919775.0,1001693.0,1083469.0,1165464.0,1247488.0,1329480.0,1415948.0,1518281.0,1600964.0,1684188.0,1778560.0,1907285.0,1989243.0,2070994.0,2153834.0,2238558.0,2321549.0,2408063.0,2491348.0,2574645.0,2658974.0,2743128.0,2826438.0,2911617.0,2995130.0,3078491.0,3161766.0,3245509.0,3329005.0,3412428.0,3496540.0,3581711.0,3666066.0,3751192.0,3834798.0,3918200.0,4006142.0,4113604.0,4197158.0,4281272.0,4365781.0,4450402.0,4535185.0,4620026.0,4704711.0,4788881.0,4872317.0,4957245.0,5042290.0,5127344.0,5213479.0,5298727.0,5382795.0,5468273.0,5553742.0,5649907.0,,
10,112.0,31.0,montoya,4.0,1.0,Finished,109260.0,250778.0,396242.0,535958.0,673631.0,755791.0,837534.0,918984.0,1000490.0,1082269.0,1164211.0,1246112.0,1328309.0,1410296.0,1492236.0,1574093.0,1655612.0,1737249.0,1823706.0,1929360.0,2010808.0,2092429.0,2174757.0,2257212.0,2339821.0,2422286.0,2504695.0,2587356.0,2670116.0,2752876.0,2835632.0,2918692.0,3002068.0,3085086.0,3168032.0,3250819.0,3333892.0,3417073.0,3501343.0,3583949.0,3666890.0,3753469.0,3858270.0,3940137.0,4023902.0,4107693.0,4190412.0,4273175.0,4356069.0,4438745.0,4521605.0,4604387.0,4687118.0,4769820.0,4852544.0,4935314.0,5018159.0,5101116.0,5184418.0,5267328.0,5350952.0,5435109.0,5519435.0,5603702.0,5688955.0
11,112.0,35.0,villeneuve,17.0,10.0,Electrical,110542.0,251978.0,397503.0,537823.0,674725.0,758638.0,841274.0,923505.0,1005680.0,1087939.0,1170338.0,1294454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,112.0,43.0,matta,6.0,11.0,+1 Lap,112865.0,253914.0,398662.0,538873.0,675075.0,759173.0,841854.0,924125.0,1006385.0,1088603.0,1170950.0,1252654.0,1333911.0,1415453.0,1496747.0,1578161.0,1664047.0,1766943.0,1850526.0,1934037.0,2017695.0,2098630.0,2179937.0,2261211.0,2342537.0,2424055.0,2505839.0,2588083.0,2674812.0,2777330.0,2858625.0,2940221.0,3023505.0,3105311.0,3187295.0,3269671.0,3351948.0,3434164.0,3517957.0,3600008.0,3682132.0,3763753.0,3845452.0,3927146.0,4009243.0,4091397.0,4173048.0,4259200.0,4366400.0,4450934.0,4534882.0,4619597.0,4704410.0,4787362.0,4871755.0,4956091.0,5041160.0,5126095.0,5211093.0,5295343.0,5380683.0,5465620.0,5551146.0,5636150.0,
16,112.0,51.0,wilson,11.0,12.0,+2 Laps,113480.0,254695.0,399661.0,539400.0,675518.0,759835.0,843057.0,926534.0,1010076.0,1094030.0,1177961.0,1262368.0,1347091.0,1431282.0,1515169.0,1604129.0,1714665.0,1799977.0,1885263.0,1970221.0,2055308.0,2140545.0,2225817.0,2311882.0,2397948.0,2483942.0,2569740.0,2658276.0,2744889.0,2830755.0,2916302.0,3001770.0,3088879.0,3174362.0,3259653.0,3345248.0,3430947.0,3522280.0,3633140.0,3718208.0,3803928.0,3890475.0,3976338.0,4062650.0,4149187.0,4235758.0,4321335.0,4406966.0,4492810.0,4578683.0,4664882.0,4750234.0,4835824.0,4921521.0,5007446.0,5093151.0,5178774.0,5264582.0,5352019.0,5438274.0,5524156.0,5610124.0,5697072.0,,
1,112.0,2.0,heidfeld,10.0,12.0,+2 Laps,114351.0,256119.0,400701.0,538283.0,678306.0,764350.0,849322.0,933814.0,1018819.0,1103804.0,1188967.0,1274044.0,1359346.0,1444536.0,1529269.0,1613689.0,1698159.0,1783589.0,1869101.0,1954172.0,2038744.0,2123638.0,2207898.0,2292496.0,2377333.0,2461863.0,2546639.0,2631375.0,2718987.0,2804154.0,2889178.0,2980341.0,3086354.0,3168922.0,3251885.0,3335440.0,3419853.0,3503528.0,3587072.0,3670291.0,3754126.0,3837484.0,3920658.0,4007712.0,4113302.0,4196847.0,4281014.0,4365502.0,4450062.0,4534469.0,4619181.0,4704072.0,4794564.0,4891122.0,4974632.0,5059699.0,5143692.0,5228825.0,5312896.0,5396879.0,5482899.0,5566672.0,5650822.0,,
