,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
0,76.0,8.0,raikkonen,1.0,1.0,Finished,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,76.0,4.0,alonso,4.0,1.0,Finished,1257.0,1737.0,2005.0,2109.0,2341.0,2152.0,2101.0,2400.0,2965.0,3204.0,3229.0,3215.0,3795.0,4202.0,3104.0,3404.0,4526.0,4856.0,4887.0,5458.0,5971.0,5982.0,5540.0,6091.0,44500.0,4122.0,5346.0,3294.0,7557.0,9447.0,11740.0,14147.0,17002.0,19845.0,22665.0,25168.0,27107.0,28048.0,29088.0,32398.0,34751.0,15413.0,13119.0,13393.0,14017.0,14282.0,13302.0,14947.0,15369.0,15635.0,14832.0,14481.0,15197.0,18683.0,21309.0,22741.0,23964.0,26247.0,28463.0,29967.0,30140.0,30837.0,31551.0,31354.0,32217.0,32788.0,33329.0,30980.0,32362.0,32260.0,34488.0,34977.0,36009.0,37817.0,38618.0,38398.0,38175.0,36487.0
2,76.0,21.0,fisichella,12.0,11.0,+1 Lap,1974.0,2814.0,3208.0,3614.0,3815.0,3841.0,3552.0,3870.0,4502.0,4925.0,5467.0,5473.0,6193.0,6485.0,5098.0,5599.0,5491.0,8023.0,8397.0,8908.0,9743.0,10121.0,10297.0,10345.0,66148.0,25244.0,13116.0,7877.0,13495.0,15659.0,18068.0,20858.0,23770.0,26863.0,29583.0,32518.0,34895.0,36330.0,37553.0,39871.0,43182.0,24579.0,22188.0,23636.0,24830.0,26048.0,26365.0,27978.0,29949.0,31369.0,31624.0,33067.0,35259.0,38363.0,40950.0,43214.0,45385.0,47897.0,51421.0,54068.0,54849.0,57596.0,60611.0,68676.0,75361.0,79451.0,86297.0,87644.0,91412.0,95668.0,99240.0,108319.0,115898.0,128816.0,142880.0,155964.0,170405.0,
3,76.0,15.0,trulli,10.0,11.0,+1 Lap,3367.0,5136.0,6227.0,7093.0,7552.0,7896.0,8091.0,8670.0,9377.0,9803.0,10431.0,10949.0,11894.0,12956.0,12333.0,13209.0,13683.0,18663.0,21100.0,22375.0,23586.0,26296.0,26289.0,28633.0,26916.0,3429.0,4552.0,2884.0,5686.0,7464.0,9012.0,11953.0,13889.0,15349.0,16700.0,17744.0,18711.0,18402.0,39120.0,45894.0,50337.0,31684.0,29005.0,29130.0,29621.0,29501.0,28212.0,29439.0,31259.0,32919.0,32455.0,34185.0,36426.0,39256.0,42063.0,44080.0,46152.0,48892.0,52214.0,54791.0,55463.0,58143.0,61113.0,68209.0,96021.0,103849.0,106993.0,107167.0,110795.0,115352.0,120649.0,124564.0,131905.0,135308.0,138612.0,140419.0,142992.0,
4,76.0,17.0,webber,3.0,1.0,Finished,4190.0,6103.0,7382.0,7984.0,8790.0,9061.0,9494.0,10120.0,10826.0,11113.0,11430.0,12131.0,12935.0,13895.0,12976.0,13893.0,14211.0,19453.0,21485.0,23299.0,24730.0,26920.0,27473.0,33201.0,44954.0,5333.0,6559.0,3795.0,7805.0,10236.0,13047.0,14787.0,18143.0,20544.0,23696.0,26373.0,28135.0,29126.0,29927.0,33083.0,35488.0,16065.0,13960.0,14143.0,14784.0,14869.0,14241.0,15589.0,16199.0,16337.0,15505.0,15142.0,15863.0,19143.0,21643.0,23160.0,24316.0,42798.0,44816.0,44051.0,39486.0,38955.0,36626.0,34345.0,33426.0,33777.0,34227.0,31928.0,33283.0,33025.0,34812.0,35284.0,36267.0,36158.0,33339.0,30167.0,25695.0,18484.0
5,76.0,2.0,heidfeld,2.0,1.0,Finished,5106.0,6891.0,8795.0,9524.0,10485.0,11183.0,11223.0,12423.0,13384.0,13944.0,14660.0,15086.0,16068.0,16683.0,15439.0,15598.0,15890.0,20003.0,22552.0,25037.0,26674.0,28353.0,29031.0,35251.0,57676.0,22290.0,10155.0,5502.0,9941.0,12126.0,14026.0,17070.0,19416.0,22095.0,25120.0,28039.0,30021.0,30659.0,31492.0,34128.0,36717.0,17368.0,14685.0,14906.0,15748.0,15789.0,15251.0,16223.0,16989.0,17268.0,16383.0,16654.0,16847.0,19701.0,22332.0,23703.0,40362.0,42252.0,41165.0,38986.0,35289.0,34647.0,33846.0,31968.0,32762.0,33316.0,33883.0,31401.0,32818.0,32613.0,33509.0,31437.0,28508.0,26753.0,23425.0,20617.0,17663.0,13877.0
6,76.0,14.0,coulthard,17.0,3.0,Accident,5734.0,8111.0,9867.0,11306.0,12322.0,13349.0,14176.0,15220.0,16833.0,18054.0,19128.0,21060.0,22821.0,24198.0,23488.0,24324.0,24457.0,25917.0,27776.0,31304.0,32932.0,34735.0,35620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,76.0,30.0,michael_schumacher,7.0,1.0,Finished,6441.0,9083.0,11027.0,12634.0,13612.0,14585.0,15194.0,16485.0,17983.0,18983.0,20392.0,21958.0,23587.0,25315.0,24490.0,25366.0,25502.0,26900.0,28894.0,32209.0,33801.0,35631.0,36611.0,102930.0,144194.0,124125.0,124278.0,83776.0,82408.0,81667.0,81959.0,82021.0,82043.0,82313.0,82688.0,82932.0,83664.0,83059.0,81712.0,81393.0,81333.0,60006.0,55210.0,53837.0,52920.0,51614.0,49263.0,49770.0,49864.0,49558.0,48072.0,47634.0,47874.0,48949.0,49163.0,49135.0,51491.0,67250.0,69746.0,67962.0,62596.0,60696.0,62693.0,65524.0,64487.0,62957.0,60530.0,56029.0,54429.0,53069.0,51306.0,49646.0,47212.0,44669.0,43352.0,40385.0,39968.0,37223.0
8,76.0,13.0,massa,9.0,11.0,+1 Lap,7345.0,9960.0,11743.0,13410.0,14798.0,15801.0,16473.0,17762.0,19379.0,20316.0,21461.0,23051.0,24866.0,26275.0,25837.0,26477.0,26697.0,28106.0,30007.0,33088.0,35045.0,36666.0,37639.0,66617.0,66792.0,23013.0,11126.0,6369.0,11377.0,13651.0,15858.0,18736.0,21267.0,23991.0,26749.0,29601.0,32500.0,33769.0,34766.0,37524.0,40496.0,21148.0,18462.0,18718.0,19214.0,19099.0,18101.0,18772.0,19673.0,37988.0,40762.0,41411.0,42484.0,44108.0,45062.0,46204.0,47486.0,49808.0,52958.0,55602.0,56432.0,59128.0,73348.0,74571.0,77023.0,79917.0,86606.0,88003.0,91802.0,96088.0,99479.0,102975.0,105762.0,109837.0,115365.0,120302.0,132353.0,
9,76.0,35.0,villeneuve,11.0,11.0,+1 Lap,8785.0,11691.0,13701.0,15385.0,16775.0,17822.0,18643.0,19704.0,20931.0,21741.0,23229.0,25187.0,26757.0,28319.0,27624.0,28545.0,28331.0,29604.0,31110.0,35741.0,37132.0,38752.0,39393.0,69728.0,67579.0,24668.0,11982.0,7206.0,12522.0,14708.0,17122.0,19464.0,22283.0,24847.0,27709.0,30369.0,57773.0,63129.0,64442.0,66705.0,69186.0,50154.0,47580.0,48691.0,49083.0,48880.0,48217.0,48558.0,48626.0,47980.0,47296.0,46474.0,46682.0,47559.0,48049.0,48034.0,50423.0,50961.0,53675.0,56437.0,56628.0,59342.0,110812.0,118728.0,122532.0,124497.0,126199.0,125688.0,127526.0,129154.0,134304.0,135404.0,136729.0,137335.0,139317.0,140944.0,143457.0,
10,76.0,22.0,barrichello,8.0,1.0,Finished,9192.0,12923.0,15578.0,17579.0,19318.0,21056.0,22444.0,23465.0,24485.0,25214.0,26014.0,27430.0,29045.0,30719.0,30295.0,30921.0,30869.0,32615.0,33901.0,36541.0,38794.0,40247.0,41091.0,81352.0,118002.0,60728.0,22037.0,9521.0,14117.0,16481.0,18772.0,21949.0,24555.0,28081.0,30760.0,33689.0,36587.0,37515.0,38463.0,40659.0,44334.0,25026.0,22600.0,24094.0,55079.0,57863.0,55812.0,64947.0,66692.0,65115.0,61962.0,60704.0,61112.0,63012.0,63985.0,62479.0,60146.0,58541.0,57066.0,57281.0,57517.0,60285.0,62181.0,64953.0,63762.0,62390.0,60116.0,55407.0,53768.0,52537.0,50782.0,49071.0,46523.0,44052.0,42779.0,39761.0,39435.0,37570.0
