,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
1,1015.0,1.0,hamilton,1.0,1.0,Finished,81953.0,159082.0,235802.0,312157.0,388868.0,465537.0,541996.0,618294.0,694461.0,771695.0,881533.0,1000876.0,1112923.0,1230960.0,1312117.0,1391770.0,1471067.0,1549954.0,1628652.0,1707116.0,1786052.0,1864899.0,1943417.0,2021673.0,2099693.0,2177496.0,2254629.0,2331994.0,2409527.0,2486772.0,2564213.0,2641612.0,2719114.0,2796335.0,2874010.0,2951644.0,3029386.0,3107148.0,3184877.0,3263076.0,3340950.0,3418575.0,3496024.0,3573598.0,3651183.0,3728367.0,3805881.0,3884520.0,3961948.0,4039240.0,4116752.0,4194059.0,4271274.0,4348459.0,4425746.0,4503543.0,4581517.0,4658793.0,4736359.0,4813969.0,4891599.0,4968719.0,5045927.0,5123041.0,5200240.0,5277626.0,5354767.0,5432062.0,5509710.0,5587588.0,5665145.0,5742675.0,5820128.0,5897712.0,5975451.0,6052900.0,6130870.0,6208437.0
9,1015.0,822.0,bottas,3.0,1.0,Finished,82819.0,160255.0,237055.0,313394.0,390170.0,466730.0,543384.0,619691.0,695837.0,772825.0,889962.0,1016520.0,1117267.0,1233041.0,1314886.0,1394494.0,1473606.0,1552425.0,1631030.0,1709394.0,1788384.0,1867239.0,1945611.0,2023797.0,2102204.0,2179668.0,2257358.0,2335044.0,2412597.0,2489813.0,2567164.0,2644542.0,2721904.0,2800323.0,2878314.0,2955964.0,3033233.0,3111176.0,3188999.0,3267083.0,3345188.0,3423872.0,3500878.0,3577710.0,3654754.0,3731705.0,3809243.0,3890606.0,3967135.0,4043447.0,4120498.0,4197851.0,4275000.0,4352005.0,4429065.0,4507015.0,4585222.0,4662392.0,4739754.0,4816933.0,4894607.0,4972437.0,5052379.0,5129733.0,5204896.0,5281932.0,5358554.0,5435620.0,5512705.0,5590106.0,5667653.0,5745160.0,5822842.0,5900363.0,5978032.0,6056423.0,6134223.0,6211599.0
12,1015.0,830.0,max_verstappen,4.0,1.0,Finished,83744.0,161430.0,238494.0,315129.0,391801.0,468386.0,544955.0,621332.0,697561.0,774481.0,889582.0,1001815.0,1113945.0,1231824.0,1313223.0,1392944.0,1472056.0,1550707.0,1629512.0,1707920.0,1786898.0,1865644.0,1944118.0,2022392.0,2100323.0,2177820.0,2255325.0,2332674.0,2410146.0,2487490.0,2564904.0,2642366.0,2719778.0,2797008.0,2874636.0,2952295.0,3030056.0,3107973.0,3185607.0,3263567.0,3341534.0,3419160.0,3496704.0,3574222.0,3651867.0,3729097.0,3806665.0,3885588.0,3962880.0,4039979.0,4117496.0,4194717.0,4271952.0,4349039.0,4426481.0,4504766.0,4582018.0,4659580.0,4736915.0,4814454.0,4892089.0,4969324.0,5046464.0,5123561.0,5200716.0,5278176.0,5355404.0,5432716.0,5510166.0,5588195.0,5665985.0,5743182.0,5820591.0,5898254.0,5976066.0,6054218.0,6131505.0,6208974.0
4,1015.0,20.0,vettel,2.0,1.0,Finished,85115.0,162946.0,240086.0,316992.0,393582.0,470433.0,546711.0,623252.0,699529.0,776188.0,890562.0,1003330.0,1116421.0,1232460.0,1314381.0,1393843.0,1472918.0,1551555.0,1630262.0,1708650.0,1787786.0,1866472.0,1944926.0,2023283.0,2101253.0,2178748.0,2256575.0,2334198.0,2411584.0,2489002.0,2566275.0,2643752.0,2721051.0,2798542.0,2876265.0,2953796.0,3031629.0,3109486.0,3187237.0,3265363.0,3343139.0,3420885.0,3498194.0,3575666.0,3653228.0,3730435.0,3807890.0,3887918.0,3965164.0,4041581.0,4118661.0,4196332.0,4273449.0,4350416.0,4427916.0,4505552.0,4583292.0,4660697.0,4738187.0,4815662.0,4893146.0,4970699.0,5047891.0,5125044.0,5201942.0,5279280.0,5356870.0,5434476.0,5511695.0,5589297.0,5667009.0,5744341.0,5822022.0,5899551.0,5977288.0,6055394.0,6133590.0,6211039.0
8,1015.0,817.0,ricciardo,9.0,1.0,Finished,86771.0,166672.0,245875.0,325444.0,404902.0,484188.0,563784.0,643897.0,724081.0,807370.0,932965.0,1034675.0,1129277.0,1239951.0,1321887.0,1402697.0,1482657.0,1562994.0,1643783.0,1724867.0,1805050.0,1886139.0,1967141.0,2048208.0,2127596.0,2207646.0,2286769.0,2366407.0,2446024.0,2524969.0,2604172.0,2682899.0,2762945.0,2842143.0,2921174.0,3000819.0,3080636.0,3160208.0,3239277.0,3317465.0,3395911.0,3474832.0,3554585.0,3636903.0,3718397.0,3800892.0,3877070.0,3954497.0,4032001.0,4108727.0,4186161.0,4264246.0,4342293.0,4419905.0,4497099.0,4574542.0,4652113.0,4729699.0,4806880.0,4884160.0,4961342.0,5038422.0,5115173.0,5192208.0,5269196.0,5346031.0,5423546.0,5500872.0,5577975.0,5655254.0,5732798.0,5810389.0,5887468.0,5965299.0,6041516.0,6117655.0,6193634.0,6269331.0
10,1015.0,825.0,kevin_magnussen,14.0,11.0,+1 Lap,87439.0,167515.0,246617.0,326077.0,405827.0,485149.0,564816.0,644971.0,725290.0,809039.0,934619.0,1035563.0,1130328.0,1240534.0,1322273.0,1403333.0,1483038.0,1563476.0,1644249.0,1725296.0,1805676.0,1886841.0,1967859.0,2049028.0,2128970.0,2208769.0,2288315.0,2367550.0,2447129.0,2526507.0,2605592.0,2684914.0,2764411.0,2843722.0,2922722.0,3002155.0,3081879.0,3161507.0,3240987.0,3320131.0,3398691.0,3477079.0,3555642.0,3637713.0,3719074.0,3801680.0,3879834.0,3957489.0,4035010.0,4112135.0,4189578.0,4266785.0,4344529.0,4422717.0,4501039.0,4578779.0,4656715.0,4734417.0,4812048.0,4889224.0,4966216.0,5043251.0,5120562.0,5197914.0,5275253.0,5352828.0,5430430.0,5508115.0,5585751.0,5663206.0,5740788.0,5818324.0,5896063.0,5973838.0,6058480.0,6137200.0,6215954.0,
16,1015.0,842.0,gasly,5.0,1.0,Finished,88830.0,168785.0,248094.0,327651.0,407299.0,486959.0,566585.0,646436.0,726975.0,810265.0,920833.0,1023154.0,1118988.0,1233628.0,1315778.0,1395383.0,1474721.0,1553662.0,1632407.0,1711078.0,1790108.0,1868895.0,1947553.0,2026066.0,2104428.0,2182200.0,2276505.0,2358989.0,2436272.0,2513118.0,2590571.0,2666851.0,2744412.0,2821067.0,2897720.0,2974167.0,3050651.0,3127511.0,3204351.0,3281325.0,3359063.0,3436496.0,3513785.0,3590797.0,3667813.0,3745771.0,3822584.0,3899810.0,3977126.0,4054903.0,4132290.0,4210120.0,4288750.0,4366554.0,4444549.0,4521907.0,4598841.0,4675378.0,4752569.0,4829933.0,4906390.0,4999753.0,5081457.0,5158562.0,5235693.0,5310260.0,5386332.0,5463967.0,5539319.0,5614430.0,5689350.0,5763629.0,5838000.0,5912301.0,5987089.0,6064008.0,6140765.0,6218383.0
13,1015.0,832.0,sainz,6.0,1.0,Finished,89873.0,169827.0,249310.0,328923.0,408468.0,488106.0,567737.0,647593.0,728182.0,812963.0,921847.0,1024124.0,1119987.0,1234493.0,1316726.0,1396597.0,1475955.0,1555034.0,1633766.0,1712347.0,1791339.0,1870245.0,1949336.0,2027910.0,2106263.0,2184498.0,2262705.0,2340321.0,2418063.0,2512436.0,2592393.0,2668284.0,2746725.0,2823465.0,2900755.0,2978014.0,3055583.0,3132678.0,3210088.0,3287444.0,3365245.0,3443039.0,3520590.0,3598215.0,3675616.0,3753027.0,3830967.0,3909175.0,3987651.0,4066540.0,4145500.0,4223839.0,4302138.0,4380527.0,4459061.0,4537888.0,4616657.0,4695558.0,4774212.0,4852429.0,4929957.0,5007823.0,5086219.0,5164553.0,5242822.0,5321120.0,5399397.0,5477981.0,5556779.0,5635266.0,5713649.0,5792264.0,5870547.0,5948895.0,6027300.0,6105563.0,6183789.0,6261891.0
11,1015.0,826.0,kvyat,7.0,1.0,Finished,90440.0,170594.0,250288.0,329869.0,409180.0,488972.0,568500.0,648279.0,729100.0,814266.0,923315.0,1026179.0,1121829.0,1235631.0,1317374.0,1397330.0,1477471.0,1556433.0,1634850.0,1713116.0,1792295.0,1871323.0,1950085.0,2028950.0,2107251.0,2185784.0,2263615.0,2341638.0,2419187.0,2496795.0,2573083.0,2666198.0,2747910.0,2825214.0,2901851.0,2979201.0,3056430.0,3133740.0,3211069.0,3288542.0,3366183.0,3444197.0,3521635.0,3599362.0,3676568.0,3754030.0,3831629.0,3909997.0,3988150.0,4067136.0,4146425.0,4224810.0,4303160.0,4381397.0,4460089.0,4539107.0,4618043.0,4696953.0,4775847.0,4853935.0,4931808.0,5009586.0,5087552.0,5165915.0,5244229.0,5322229.0,5400476.0,5478666.0,5557857.0,5636400.0,5714575.0,5793127.0,5871659.0,5949893.0,6028409.0,6106423.0,6184630.0,6263011.0
20,1015.0,848.0,albon,8.0,1.0,Finished,90930.0,171516.0,250851.0,330462.0,409982.0,489497.0,569586.0,649845.0,730547.0,817773.0,925322.0,1027775.0,1123214.0,1236062.0,1317883.0,1397979.0,1478005.0,1557544.0,1636736.0,1715194.0,1793626.0,1872696.0,1951741.0,2030574.0,2109091.0,2187772.0,2266199.0,2344617.0,2422738.0,2500439.0,2577634.0,2654829.0,2731750.0,2808787.0,2886298.0,2963883.0,3041701.0,3119801.0,3198141.0,3294482.0,3372837.0,3448744.0,3524351.0,3601285.0,3678285.0,3754909.0,3832213.0,3911092.0,3988604.0,4067614.0,4148665.0,4227179.0,4305113.0,4382912.0,4461240.0,4539573.0,4618888.0,4698017.0,4776903.0,4855466.0,4934301.0,5012631.0,5090569.0,5168610.0,5246586.0,5324619.0,5402850.0,5480849.0,5558957.0,5637388.0,5715340.0,5793844.0,5872818.0,5951108.0,6029322.0,6107477.0,6185711.0,6263637.0
