,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,217320.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,219806.0,2,2,2,2,2,2,2,2,2,2,6,6,6,6,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,220852.0,3,3,3,3,3,3,3,3,9,8,8,8,8,7,7,6,5,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,221932.0,4,4,4,4,4,4,4,4,11,9,9,9,9,9,9,9,8,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,223001.0,5,5,5,5,5,5,5,12,12,11,11,11,11,11,11,11,10,8,7,7,6,6,6,6,7,7,6,6,6,10,9,9,9,9,9,9,9,9,8,8,8,8,8,7,6,6,6,6,6,7,7,7,7,7,7
5,224077.0,6,6,6,6,6,6,6,5,4,12,12,12,12,12,12,12,11,9,9,9,8,8,8,8,8,9,9,14,12,12,11,11,11,11,17,17,17,17,17,17,17,17,17,17,17,16,16,16,16,16,14,14,14,14,0
6,225110.0,7,7,7,7,7,7,7,6,3,3,2,2,2,2,2,2,2,2,8,8,7,7,7,7,6,5,5,5,5,5,5,5,5,5,5,5,5,6,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8
7,225707.0,8,8,8,8,8,8,8,7,5,4,3,3,3,3,3,4,14,13,12,12,10,9,9,9,9,8,8,7,7,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,7,7,7,7,7,6,5,5,5,5,5
8,226749.0,9,9,9,9,9,10,17,15,14,14,14,14,14,14,14,14,13,12,11,11,11,11,11,10,10,10,10,16,14,14,13,13,13,13,12,12,12,12,12,12,12,12,12,12,11,11,11,10,10,10,10,10,10,10,9
9,227577.0,10,10,10,10,10,9,9,8,6,5,4,4,4,4,4,3,3,3,2,4,13,13,13,13,11,11,11,9,8,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,6,6,6,6,6
10,228303.0,11,11,11,11,12,19,18,16,15,15,15,15,15,15,15,15,15,14,13,13,12,12,12,11,12,16,16,15,15,15,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,12,12,12,11,11,11,11,11,11,11
11,229076.0,12,12,12,12,11,11,10,9,7,6,5,5,5,5,6,7,7,15,14,14,14,14,14,14,13,12,12,10,9,8,8,8,8,8,8,8,8,8,7,7,7,7,7,8,8,9,10,11,12,14,17,17,17,17,0
12,230489.0,13,13,14,14,14,13,12,11,10,10,10,10,10,10,10,10,9,10,16,16,16,16,16,16,15,14,13,11,10,9,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,13,13,13,13,13,13
13,230961.0,14,14,13,13,13,12,11,10,8,7,7,7,7,8,8,8,6,7,6,6,5,5,5,5,5,6,7,8,13,13,12,12,12,12,11,11,11,11,11,11,11,11,11,11,10,10,9,9,9,9,9,9,9,9,10
14,236501.0,15,19,21,21,21,20,19,18,17,17,17,19,19,19,19,18,17,17,17,17,17,17,17,17,17,17,17,17,16,16,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,12,12,12,12,12,12
15,233589.0,16,15,15,15,15,14,13,17,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,14,13,14,12,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,16,16,0
16,235964.0,17,18,18,18,18,17,15,13,13,13,13,13,13,13,13,13,12,11,10,10,9,10,10,12,16,15,15,13,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,17,17,17,17,17,16,16,15,15,0
17,234771.0,18,16,16,16,16,15,14,14,18,18,18,17,17,17,17,17,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0
18,235382.0,19,17,17,17,17,16,16,19,19,19,19,18,18,18,18,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0
19,236687.0,20,20,19,19,19,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0
20,237058.0,21,21,20,20,20,18,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0
