,raceId,driverId,driverRef,positionOrder,statusId,status,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
7,214.0,30.0,michael_schumacher,1.0,1.0,Finished,83283.0,162685.0,241389.0,319927.0,398623.0,477211.0,555930.0,634489.0,712816.0,791249.0,869606.0,947804.0,1026388.0,1104749.0,1183077.0,1261788.0,1340549.0,1419110.0,1498169.0,1577380.0,1656617.0,1739511.0,1836573.0,1914837.0,1993384.0,2071772.0,2150296.0,2228934.0,2307890.0,2386666.0,2466450.0,2547023.0,2625883.0,2705318.0,2783719.0,2861836.0,2939746.0,3017672.0,3096502.0,3175058.0,3253411.0,3331629.0,3410664.0,3489571.0,3568054.0,3650051.0,3748256.0,3826537.0,3905222.0,3984276.0,4063276.0,4142359.0,4221985.0,4301092.0,4380460.0,4461638.0,4540994.0,4619939.0,4700619.0,4780999.0,4867929.0,4963857.0,5070252.0,5171450.0,5272182.0,5373290.0,5476016.0,5575147.0,5670253.0,5758652.0,5843501.0,5930492.0
9,214.0,49.0,frentzen,2.0,1.0,Finished,84103.0,164886.0,244273.0,323667.0,402784.0,482110.0,561232.0,640375.0,719493.0,798158.0,876475.0,955033.0,1033495.0,1112359.0,1190774.0,1269035.0,1348208.0,1427172.0,1505773.0,1584780.0,1663371.0,1742309.0,1825485.0,1927844.0,2007720.0,2086739.0,2165842.0,2244776.0,2323594.0,2403056.0,2481951.0,2560613.0,2639224.0,2718010.0,2796590.0,2875622.0,2956105.0,3037358.0,3117785.0,3196989.0,3275302.0,3353516.0,3431905.0,3510355.0,3589832.0,3667968.0,3746360.0,3828408.0,3926858.0,4005299.0,4084692.0,4163925.0,4245797.0,4329457.0,4409520.0,4489135.0,4568592.0,4648132.0,4727713.0,4808705.0,4898152.0,4999965.0,5101657.0,5202328.0,5304576.0,5408126.0,5512411.0,5612149.0,5704489.0,5789666.0,5872557.0,5954029.0
12,214.0,56.0,irvine,3.0,1.0,Finished,85364.0,165825.0,245885.0,325697.0,405348.0,485151.0,564829.0,643875.0,723297.0,802689.0,882210.0,961483.0,1040918.0,1120310.0,1199833.0,1279101.0,1358212.0,1437450.0,1516643.0,1595672.0,1675149.0,1754552.0,1836915.0,1935872.0,2015621.0,2095028.0,2174248.0,2253763.0,2333519.0,2413623.0,2494339.0,2574317.0,2654041.0,2733939.0,2813717.0,2893718.0,2972915.0,3053308.0,3132546.0,3211904.0,3291046.0,3370608.0,3450423.0,3533596.0,3635211.0,3716084.0,3796247.0,3876835.0,3957554.0,4037918.0,4118606.0,4198566.0,4278967.0,4359493.0,4439296.0,4519656.0,4599980.0,4679854.0,4759446.0,4843289.0,4934357.0,5036090.0,5135099.0,5233712.0,5331892.0,5431665.0,5534332.0,5643222.0,5730412.0,5818460.0,5905784.0,6005293.0
8,214.0,35.0,villeneuve,4.0,1.0,Finished,87477.0,167954.0,247940.0,327727.0,407158.0,486656.0,566377.0,645885.0,725449.0,805286.0,884992.0,964564.0,1044224.0,1124106.0,1203938.0,1283054.0,1362742.0,1442260.0,1521909.0,1603229.0,1683639.0,1764632.0,1844448.0,1923839.0,2006679.0,2106028.0,2184677.0,2263492.0,2342273.0,2421415.0,2500411.0,2579895.0,2659575.0,2739985.0,2820235.0,2899552.0,2978972.0,3061122.0,3142233.0,3222575.0,3302563.0,3383309.0,3463799.0,3544311.0,3625368.0,3705860.0,3787085.0,3867599.0,3948115.0,4028207.0,4107845.0,4191628.0,4290916.0,4370758.0,4450661.0,4530442.0,4610030.0,4688942.0,4767845.0,4851010.0,4943186.0,5039899.0,5138494.0,5236771.0,5336777.0,5439127.0,5542760.0,5655231.0,5742186.0,5827514.0,5914862.0,6012276.0
5,214.0,23.0,ralf_schumacher,6.0,1.0,Finished,88143.0,169131.0,249590.0,329701.0,410061.0,490139.0,570232.0,650957.0,731512.0,811940.0,892492.0,973195.0,1053349.0,1133834.0,1214059.0,1293709.0,1374037.0,1454403.0,1534834.0,1614690.0,1695223.0,1775265.0,1855293.0,1935057.0,2018545.0,2117768.0,2196993.0,2276272.0,2355536.0,2435173.0,2514975.0,2594636.0,2674769.0,2755125.0,2835710.0,2916489.0,2996563.0,3077622.0,3158439.0,3238768.0,3318806.0,3398896.0,3479739.0,3560287.0,3640859.0,3721157.0,3802103.0,3885914.0,3966958.0,4047653.0,4129129.0,4209685.0,4293594.0,4392210.0,4472192.0,4560033.0,4639864.0,4719264.0,4799955.0,4887427.0,4988375.0,5100820.0,5191751.0,5281852.0,5374350.0,5469387.0,5560781.0,5650962.0,5739335.0,5828097.0,5929661.0,6020363.0
1,214.0,14.0,coulthard,7.0,4.0,Collision,88541.0,169652.0,250381.0,330746.0,411139.0,491519.0,571427.0,651520.0,732050.0,812613.0,892961.0,973694.0,1054202.0,1134300.0,1214851.0,1294921.0,1375244.0,1455228.0,1535678.0,1616098.0,1696121.0,1777282.0,1860517.0,1960221.0,2040452.0,2120869.0,2201088.0,2281492.0,2361365.0,2441162.0,2521273.0,2601048.0,2680853.0,2760344.0,2839707.0,2919109.0,2998426.0,3078618.0,3159150.0,3239474.0,3319350.0,3399476.0,3480355.0,3560930.0,3641569.0,3721860.0,3802841.0,3886357.0,3967517.0,4051625.0,4150621.0,4230396.0,4310579.0,4390133.0,4469908.0,4549800.0,4629707.0,4710445.0,4791275.0,4880064.0,4982134.0,5094900.0,5187910.0,5280438.0,5373760.0,5468237.0,5560214.0,5649917.0,5737868.0,5826685.0,5920563.0,
13,214.0,57.0,hakkinen,19.0,5.0,Engine,89217.0,170425.0,251272.0,331569.0,411880.0,492277.0,572562.0,652801.0,733132.0,813437.0,893702.0,974605.0,1055171.0,1135324.0,1215588.0,1295986.0,1376192.0,1456395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,214.0,15.0,trulli,10.0,12.0,+2 Laps,90030.0,171366.0,252397.0,333273.0,414326.0,495112.0,575693.0,656150.0,736556.0,817018.0,897906.0,978651.0,1059129.0,1139655.0,1220156.0,1300879.0,1381620.0,1462377.0,1542921.0,1623015.0,1703935.0,1785586.0,1866957.0,1947171.0,2027132.0,2107420.0,2187887.0,2268031.0,2348503.0,2432046.0,2531278.0,2610695.0,2690455.0,2769969.0,2849463.0,2929182.0,3009270.0,3089712.0,3169777.0,3249818.0,3329990.0,3411669.0,3492460.0,3572694.0,3653075.0,3733068.0,3813560.0,3894748.0,3976829.0,4058744.0,4140881.0,4226026.0,4335539.0,4427888.0,4522334.0,4618072.0,4713856.0,4811628.0,4909445.0,5009378.0,5108933.0,5207258.0,5305905.0,5403659.0,5500740.0,5595327.0,5688475.0,5779542.0,5872232.0,5966483.0,,
11,214.0,55.0,alesi,5.0,1.0,Finished,90445.0,171842.0,253075.0,333773.0,415008.0,495700.0,576438.0,656705.0,737365.0,817935.0,898723.0,979487.0,1060012.0,1140602.0,1220971.0,1301549.0,1382443.0,1463276.0,1544019.0,1624454.0,1705240.0,1789649.0,1892227.0,1971925.0,2051496.0,2130609.0,2209664.0,2289023.0,2368617.0,2448161.0,2527770.0,2607820.0,2687244.0,2766673.0,2845929.0,2925250.0,3004662.0,3084754.0,3164189.0,3244177.0,3323892.0,3403912.0,3484373.0,3564261.0,3644317.0,3724572.0,3805267.0,3887358.0,3968978.0,4050395.0,4132785.0,4214093.0,4298483.0,4400617.0,4479712.0,4560502.0,4640614.0,4720246.0,4800981.0,4887955.0,4985684.0,5083666.0,5183526.0,5292681.0,5384502.0,5475575.0,5565881.0,5655770.0,5742935.0,5829844.0,5921000.0,6013227.0
6,214.0,25.0,wurz,14.0,20.0,Spun off,91104.0,172551.0,254953.0,336088.0,416025.0,496347.0,577273.0,657504.0,738012.0,818543.0,899264.0,980187.0,1060589.0,1141199.0,1221767.0,1301992.0,1383121.0,1463893.0,1544760.0,1625189.0,1705885.0,1787076.0,1868392.0,1951240.0,2049813.0,2128915.0,2207772.0,2286830.0,2366269.0,2446107.0,2525290.0,2604601.0,2683597.0,2762450.0,2841134.0,2920200.0,2999281.0,3079479.0,3159734.0,3240508.0,3320460.0,3400583.0,3480835.0,3561466.0,3642126.0,3722506.0,3803543.0,3886896.0,3968259.0,4049386.0,4133163.0,4244624.0,4323845.0,4403422.0,4482858.0,4562303.0,4641596.0,4721113.0,4801966.0,4889932.0,,,,,,,,,,,,
