,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,199725.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,201008.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,202837.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,206415.0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,205345.0,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,9,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7
5,206877.0,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6,207384.0,7,7,7,7,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,9,10,10,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,9,9,9,9,9
7,208017.0,8,8,6,6,6,6,6,7,7,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,5,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8
8,208300.0,9,9,9,9,9,9,9,9,9,8,8,9,10,10,10,10,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,9,7,7,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9,208503.0,10,10,8,8,7,7,7,6,6,16,16,16,16,16,16,14,12,11,10,10,10,10,10,10,9,9,9,9,9,9,9,8,6,6,4,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6,6
10,209296.0,11,11,10,10,10,10,10,10,10,9,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,10,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
11,215054.0,12,12,11,11,12,12,11,11,11,10,10,10,9,9,9,9,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,0
12,216275.0,13,13,12,12,11,11,12,13,13,12,12,12,12,12,12,13,15,15,16,16,16,16,17,17,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,216961.0,14,14,13,13,13,13,13,12,12,11,11,11,11,11,11,11,11,12,12,12,13,13,14,14,14,14,14,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,230924.0,15,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,229027.0,16,15,14,14,14,14,14,14,15,14,14,14,14,14,14,17,17,17,17,17,17,17,16,16,17,17,17,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,0,0
16,236424.0,17,17,15,15,15,15,15,15,14,13,13,13,13,13,13,12,13,13,13,14,14,14,13,13,13,13,13,15,14,13,13,13,13,13,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,261497.0,18,18,17,16,16,16,16,16,16,15,17,17,17,17,17,15,14,14,14,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
18,267349.0,19,19,18,17,17,17,17,17,17,17,15,15,15,15,15,16,16,16,15,15,15,15,15,15,15,15,15,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,0
19,940678.0,20,20,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,0,0,0,0,0,0,0,0
